"item_id","title","action","cult classic","drama","fantasy world","science fiction","romantic","suspense","art","funny","quirky","adventure","violent"
1565,"Head Above Water (1996)",0.21958497,0.56236327,0.17093539,0.5368799,0.54497254,0.31538355,0.5597334,0.054737806,0.60208666,0.3041259,0.15186003,0.04297924
1567,"The Last Time I Committed Suicide (1997)",0.03160107,0.64171803,0.6390979,0.6208999,0.3364936,0.24492699,0.01865518,0.65688694,0.0051974356,0.7023394,0.25837535,0.07022208
1571,"When the Cat's Away (Chacun cherche son chat) (1996)",0.17744946,0.26538777,0.04727125,0.48605466,0.21918938,0.26341784,0.00025087595,0.38302535,0.08952868,0.6931827,0.036623746,0.009471238
1573,"Face/Off (1997)",0.9072856,0.65100515,0.72597337,0.2678361,0.6317905,0.26760793,0.74422085,0.38693917,0.48264933,0.05709672,0.50125074,0.7824682
1575,"Gabbeh (1996)",0.029304415,0.20130172,0.039969563,0.51640785,0.24128336,0.100126594,0.01688677,0.8371259,0.006109059,0.07037398,0.014521062,0.00878638
1581,"Out to Sea (1997)",0.27601588,0.20336449,0.09598893,0.49816692,0.42161155,0.69099367,0.05511594,0.06531894,0.60254586,0.37296402,0.108508885,0.015307903
1582,"Wild America (1997)",0.25501263,0.28738785,0.0369865,0.5881033,0.24719256,0.01433605,0.047707856,0.35591692,0.07629371,0.06620261,0.5776217,0.0091252625
1586,"G.I. Jane (1997)",0.76847124,0.05010459,0.32751304,0.37465572,0.28333783,0.24598604,0.33565432,0.32864797,0.21418652,0.023283958,0.23744154,0.4288026
1592,"Air Bud (1997)",0.2821113,0.12716773,0.75914276,0.419542,0.32653713,0.13844872,0.19819635,0.12601689,0.40553558,0.010328531,0.092338026,0.06071672
1593,"Picture Perfect (1997)",0.17479813,0.27746534,0.072978646,0.60076976,0.23943385,0.88326144,0.07677248,0.0075041056,0.4395138,0.25682217,0.12838522,0.010457575
1594,"In the Company of Men (1997)",0.094135255,0.33426374,0.6221088,0.37962735,0.04749176,0.7439716,0.2753302,0.7095138,0.0654341,0.29171872,0.002991259,0.64106596
1595,"Free Willy 3: The Rescue (1997)",0.43590677,0.22594246,0.17944115,0.56311655,0.4711312,0.32676536,0.08774373,0.067492515,0.29975688,0.11353567,0.7334393,0.07106596
1596,"Career Girls (1997)",0.07612771,0.1499781,0.5092933,0.52225745,0.2833563,0.0054508448,0.003689289,0.11149755,0.060038954,0.61070764,0.0043588877,0.02307576
1599,"Steel (1997)",0.60311556,0.33146155,0.25642514,0.4972626,0.4760282,0.2772866,0.52999294,0.09912157,0.21620044,0.11664304,0.30622673,0.42780828
1600,"She's So Lovely (1997)",0.035664916,0.6967299,0.51570153,0.44211638,0.36398923,0.30916393,0.11303261,0.19729409,0.04794818,0.4500786,-0.0014571846,0.6551732
1601,"Hoodlum (1997)",0.57519317,0.29626173,0.30596465,0.58598745,0.535144,0.15099603,0.2666329,0.47873962,0.08132559,0.034481585,0.086980194,0.79100454
1604,"Money Talks (1997)",0.7729852,0.3841865,0.053569913,0.4836521,0.32927597,0.01297766,0.11321968,0.00071391463,0.541427,0.08101237,0.01543498,0.5265529
1605,"Excess Baggage (1997)",0.30736417,0.1916211,0.3100649,0.572628,0.42509854,0.79540837,0.16665733,0.1356172,0.3780442,0.6075345,0.10953447,0.2956487
1606,"Kull the Conqueror (1997)",0.51723707,0.46131194,0.15313113,0.8125318,0.5190282,0.023464084,0.040823787,0.14922416,0.15948707,0.07150078,0.513211,0.22719511
1609,"187 (One Eight Seven) (1997)",0.30255753,0.16494542,0.5796455,0.32658482,0.45863533,0.06877506,0.4287976,0.280949,0.0075790286,0.077257454,0.0023067594,0.64980316
1612,"Kiss Me, Guido (1997)",0.050765038,0.4661963,0.14887264,0.64671624,0.47156143,0.5671989,0.14440536,0.7926818,0.63871825,0.06171021,0.05517137,0.5767437
1619,"Seven Years in Tibet (1997)",0.27287382,0.07196525,0.54781556,0.40032136,0.22863522,0.21189013,0.09213355,0.3068894,0.08836135,0.12361178,0.56281066,0.024774104
1620,"Kiss the Girls (1997)",0.6141188,0.011594266,0.6926969,0.4408213,0.27155483,0.311584,0.78775394,0.106719255,0.020147443,0.016542971,0.20518503,0.12507746
1624,"Thousand Acres, A (1997)",0.04543957,0.27134466,0.7308748,0.3589648,0.3315199,0.20665309,0.0803282,0.49528217,0.003942162,0.11671296,0.00020715594,0.018811464
1626,"Fire Down Below (1997)",0.8363918,0.03982982,0.35669482,0.30331194,0.29733908,0.10200906,0.08922532,0.27101338,0.109110296,0.034234762,0.0019294322,0.017610788
1632,"Smile Like Yours, A (1997)",0.20397845,0.24226475,0.12106907,0.5245148,0.4465257,0.6417097,0.051791847,0.42274332,0.59593844,0.055398285,0.17181334,0.0627884
1640,"How to Be a Player (1997)",0.2896129,0.5618521,0.16903865,0.67443526,0.39688826,0.18907347,0.31704795,0.23475462,0.7139931,0.13336092,0.2122747,0.10936844
1642,"Indian Summer (a.k.a. Alive & Kicking) (1996)",0.22165182,0.44975662,0.28391296,0.7365663,0.5097699,0.74946094,0.27925193,0.12026811,0.4969777,0.08465344,0.19966957,0.086696
1646,"RocketMan (a.k.a. Rocket Man) (1997)",0.094585955,0.21744215,0.07589048,0.5733315,0.78933764,0.045978546,0.019159436,0.21442369,0.69346356,0.35282236,0.21505913,0.020340085
1648,"House of Yes, The (1997)",0.034537703,0.51108456,0.3843658,0.58619416,0.33601385,0.0033624172,0.050810248,0.16016757,0.17848632,0.7882867,0.003371656,0.19910342
1652,"Year of the Horse (1997)",0.028395891,0.26086617,0.065868974,0.5224689,0.3360709,0.02685386,0.019277185,0.053497553,0.050741434,0.04161194,0.0038154721,0.009983033
1655,"Phantoms (1998)",0.41431016,0.12668881,0.09192622,0.45254827,0.2853577,0.12610397,0.6747229,0.06929639,0.039038926,0.2784649,0.017161667,0.067732096
1658,"Life Less Ordinary, A (1997)",0.249836,0.3027482,0.38531387,0.52436495,0.7431755,0.84448457,0.3022573,0.44918966,0.67884564,0.91210926,0.46711588,0.47698283
1662,"Gang Related (1997)",0.2014221,0.37995273,0.27883518,0.42664838,0.3338083,0.0043025613,0.028624415,0.0019509792,0.12602985,0.054842353,0.14956239,0.39648032
1663,"Stripes (1981)",0.60774755,0.5529349,0.14288837,0.3792143,0.54079366,0.22502777,0.3345695,0.200746,0.827755,0.115317196,0.58014107,0.16073453
1664,"Nenette and Boni (Nénette et Boni) (1996)",0.08256361,0.34461462,0.66304576,0.6686826,0.28315473,0.045959502,0.051091015,0.13805488,0.041185677,0.11844003,0.06682566,0.028391778
1666,"Hugo Pool (1997)",0.19542792,0.5365752,0.074605286,0.3940369,0.42115557,0.3349501,0.010758042,0.04597783,0.11755997,0.8139031,-0.0003479421,0.0074464977
1668,"One Night Stand (1997)",0.25599384,0.19015396,0.4746878,0.48526192,0.2871952,0.38916093,0.049417734,0.6369668,0.034844488,0.10355225,-0.0011375993,0.2964803
1674,"Witness (1985)",0.38520026,0.029800832,0.82385147,0.29428077,0.020892113,0.7308309,0.6312119,0.17102188,0.11419392,0.07452139,0.33326042,0.3537972
100108,"Parker (2013)",0.87622845,0.03678128,0.073145926,0.369197,0.4097705,0.21816841,0.1059567,0.08691442,0.053969532,0.2723261,0.023857802,0.5051323
100326,"Stand Up Guys (2012)",0.42804015,0.05342844,0.4180615,0.38376462,0.16938922,0.025445849,0.17561722,0.32291794,0.5963826,0.2630545,0.12212828,0.26312685
100507,"21 and Over (2013)",0.026491225,0.0075277686,0.08793956,0.44006908,0.12811178,0.52661157,0.003159374,-0.0066886544,0.6794487,0.020636797,0.17243797,0.009993941
101973,"Disconnect (2012)",0.17743942,0.35943627,0.8941666,0.26142383,0.20136353,0.3111087,0.7515708,0.57458127,0.06940359,0.35889113,0.020452201,0.15412551
102800,"Frances Ha (2012)",0.037198007,0.21765119,0.71940315,0.11656222,0.058687568,0.33702517,0.003252387,0.89801264,0.455137,0.93173623,0.0065992475,0.051621735
102819,"Behind the Candelabra (2013)",0.06135434,0.66060877,0.72822225,0.40962613,0.25031275,0.17603463,0.404396,0.5567341,0.042286754,0.5457908,0.09252119,0.70799506
103027,"Much Ado About Nothing (2012)",0.17076612,0.34599304,0.48407936,0.2782035,0.33781266,0.64564896,0.3965907,0.4204328,0.6074642,0.5618129,0.047487557,0.14677167
103801,"Drinking Buddies (2013)",0.04212171,0.019965917,0.6138238,0.28414536,0.2875417,0.416627,0.0053836703,0.12405741,0.05801004,0.50054574,0.0021731555,0.0061936677
