subject,version,assignmentId,signed_attributes,signed_weights,full_or_lex,confidence,strategy,metastrategy,consistency1,consistency2,appropriateness,attention,choice_exp,choice_domain,meditation_exp1,meditation_exp2,meditation_exp3,decisionstyle_responses,bidr_responses,acs_responses,mindfulness_responses,sris_responses,maia_responses,icar_responses,icar_correct,icar_num_correct,scale_rts,question_rts,attention_check,gender,age,race,edu,income,nativeEng,feedback,instructions_times,total_time,stamp,id
60ff2fc7ff799a89b38e6adc,ma_choice_v3_followup_real1,60ff2fc7ff799a89b38e6adc,,,,,,,,,,,,,,,,"4,3,4,4,4,4,4,4,4,4",,"3,1,3,0,1,3,2,3,3,2,2,0,1,1,0,2,2,1,1,1","1,1,0,1,2,3,2,2,1,0,1,1","0,1,5,1,3,5,0,5,4,5,5,3,4,5,4,3,5,2,5,4","4,5,5,5,3,3,2,2,4,4,5,5,5,4,4,5,5,4,5,3,2,5","{""VR.4"":""5"",""VR.16"":""Richard is as tall as Matt"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""I"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""D"",""MX.55"":""F"",""R3D.3"":""H"",""R3D.4"":""H"",""R3D.6"":""H"",""R3D.8"":""H""}","[""LN.7"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""VR.4"",""VR.17"",""VR.19""]",8,"{""mindfulness"":84113.29999995232,""maia"":199463.5,""acs"":143159.60000002384,""sris"":151909.69999992847,""decisionstyle"":100403.60000002384,""icar"":732536}",,,,,,,,,"Nothing was confusing, it did take about as much time as you said it would.","[3769.899999976158,9948.700000047684,13511.200000047684,11181.199999928474,12717.5,9416.100000023842]",2594794,2022-01-28 17:22:53,284
6108649840bf2b927ef3905c,ma_choice_v3_followup_real1,6108649840bf2b927ef3905c,,,,,,,,,,,,,,,,"3,3,4,3,3,2,3,2,2,1",,"2,0,0,2,0,1,1,0,1,2,1,0,2,1,0,1,2,2,2,1","2,1,1,2,2,1,1,1,2,2,2,2","1,2,4,1,4,4,1,4,4,4,4,4,4,1,4,1,1,1,3,5","4,4,4,4,4,4,4,4,3,4,4,3,3,5,3,4,4,4,4,5,4,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Monday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""E"",""R3D.4"":""H"",""R3D.6"":""H"",""R3D.8"":""F""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""VR.4"",""VR.16"",""VR.17""]",11,"{""maia"":885399.6000000238,""mindfulness"":34787.200000047684,""sris"":269732.1999999285,""acs"":86750.5,""decisionstyle"":28028.599999904633,""icar"":715738.6999999285}",,,,,,,,,Yeah it was ok and interesting ,"[2161.2000000476837,1061918.7999999523,4238.600000023842,6400.300000071526,3414.399999976158,1875.6999999284744]",3957093,2022-01-28 17:23:00,285
5f2dad07a2eef40aaef6edb6,ma_choice_v3_followup_real1,5f2dad07a2eef40aaef6edb6,,,,,,,,,,,,,,,,"3,4,4,4,4,0,2,0,1,1",,"1,0,1,0,1,2,1,0,2,1,1,1,2,1,3,2,2,1,1,1","2,3,2,1,1,1,1,0,1,2,2,1","1,5,1,0,1,2,0,3,2,3,3,3,4,1,5,1,1,0,1,3","4,4,3,1,4,1,3,3,2,3,3,2,1,1,4,1,0,0,0,3,3,2","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""F"",""LN.34"":""X"",""LN.58"":""M"",""MX.45"":""C"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""G"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.7"",""LN.34"",""MX.46"",""MX.47"",""MX.55"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",9,"{""acs"":111264.2999997139,""maia"":112774.09999990463,""decisionstyle"":56912.60000038147,""mindfulness"":50442.2999997139,""sris"":106436,""icar"":482648}",,,,,,,,,n/a,"[2412.300000190735,13874.5,4177.400000095367,4201.299999713898,8974,2179.300000190735]",1768326,2022-01-28 17:29:33,286
59c9c8da5535800001a8e434,ma_choice_v3_followup_real1,59c9c8da5535800001a8e434,,,,,,,,,,,,,,,,"4,3,3,3,3,0,0,0,0,2",,"3,2,1,1,1,3,2,2,1,0,1,2,1,0,3,2,0,1,0,1","0,2,1,1,1,3,2,1,1,1,1,1","0,0,4,0,4,4,0,4,3,4,4,4,3,3,3,4,2,3,3,2","3,4,3,4,3,3,2,2,3,3,3,4,3,3,3,3,4,3,3,1,1,2","{""VR.4"":""4"",""VR.16"":""Richard is shorter than Matt"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""H"",""R3D.4"":""G"",""R3D.6"":""H"",""R3D.8"":""F""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""VR.17"",""VR.19""]",10,"{""decisionstyle"":36076.699999161065,""mindfulness"":46570.49999944866,""maia"":92129.75000031292,""sris"":71047.91500046849,""acs"":76440.45499991626,""icar"":765619.1800003871}",,,,,,,,,n/a,"[7341.585000045598,43111.98000051081,8711.91499941051,7375.970000401139,17847.465000115335,5640.130000188947]",2286028,2022-01-28 17:35:06,287
5b0fa626bd9c310001568d6c,ma_choice_v3_followup_real1,5b0fa626bd9c310001568d6c,,,,,,,,,,,,,,,,"4,3,3,4,3,1,1,1,1,1",,"1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1","2,1,1,1,2,1,1,2,1,2,2,2","1,1,4,1,4,4,1,4,4,4,4,4,4,1,4,2,2,1,1,4","4,4,4,4,3,2,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4","{""VR.4"":""3"",""VR.16"":""Richard is shorter than Matt"",""VR.17"":""53"",""VR.19"":""Tuesday"",""LN.7"":""W"",""LN.33"":""F"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""D"",""MX.55"":""D"",""R3D.3"":""F"",""R3D.4"":""C"",""R3D.6"":""H"",""R3D.8"":""E""}","[""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.55""]",5,"{""decisionstyle"":36199,""mindfulness"":30817,""sris"":59841,""acs"":83064,""maia"":87163,""icar"":411307}",,,,,,,,,"Thank you for the opportunity to participate in this study. Everything was clear and easy to understand.I'm not sure how much time it took, I forgot to look at the clock when I started.","[3199,16982,12013,10317,15448,7840]",1582902,2022-01-28 17:40:57,288
6111739b4db1a934aa0b1a6a,ma_choice_v3_followup_real1,6111739b4db1a934aa0b1a6a,,,,,,,,,,,,,,,,"2,3,3,4,3,1,1,2,2,2",,"1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1","1,2,0,1,2,2,1,1,1,1,1,1","1,2,3,2,3,3,0,4,3,4,3,3,3,2,2,3,2,1,2,3","3,4,2,3,3,3,2,2,3,2,2,4,4,4,4,3,3,3,2,1,2,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""I"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""C"",""R3D.4"":""B"",""R3D.6"":""F"",""R3D.8"":""G""}","[""LN.7"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""R3D.3"",""R3D.4"",""R3D.6"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",15,"{""mindfulness"":161274.09999999404,""sris"":143283.40000000596,""acs"":250227,""decisionstyle"":33115,""maia"":248290.80000001192,""icar"":889128.400000006}",,,,,,,,,"I don't have any feedback, and there wasn't anything confusing.","[1935.6000000238419,5049.0999999940395,2108.9000000059605,2475.199999988079,2740.9000000059605,1433.699999988079]",3098852,2022-01-28 17:47:10,289
60641f06b9c8e77f4605064a,ma_choice_v3_followup_real1,60641f06b9c8e77f4605064a,,,,,,,,,,,,,,,,"3,2,3,3,4,3,3,3,3,2",,"3,1,2,1,1,2,3,2,0,2,1,0,3,2,2,2,1,0,2,1","1,3,0,1,3,2,2,1,0,0,1,2","1,1,2,1,2,1,1,3,2,4,3,2,3,1,3,1,1,2,1,5","4,4,4,4,2,3,3,2,3,1,4,5,4,5,4,4,5,2,3,3,1,4","{""VR.4"":""5"",""VR.16"":""Richard is shorter than Matt"",""VR.17"":""47"",""VR.19"":""Tuesday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""V"",""LN.58"":""M"",""MX.45"":""E"",""MX.46"":""E"",""MX.47"":""B"",""MX.55"":""F"",""R3D.3"":""D"",""R3D.4"":""D"",""R3D.6"":""F"",""R3D.8"":""E""}","[""LN.7"",""LN.33"",""MX.45"",""MX.47"",""R3D.6"",""VR.4"",""VR.17""]",7,"{""maia"":110677.79999995232,""mindfulness"":63494.10000002384,""acs"":124633.89999997616,""decisionstyle"":56199.700000047684,""sris"":86619.70000004768,""icar"":1001919.6000000238}",,,,,,,,,No.,"[6920.799999952316,19859.800000071526,4556.399999976158,8208.199999928474,19231.800000071526,5503.899999976158]",2335970,2022-01-28 17:56:25,290
60dfa0f80964725cfdab1685,ma_choice_v3_followup_real1,60dfa0f80964725cfdab1685,,,,,,,,,,,,,,,,"4,4,4,4,4,0,0,0,0,0",,"0,0,0,2,3,0,1,0,2,2,0,0,2,0,1,3,3,2,2,1","3,0,1,1,2,0,1,2,1,1,3,3","0,0,5,0,5,5,0,5,5,5,5,5,5,0,4,0,0,0,0,5","5,5,3,4,3,3,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,3","{""VR.4"":""5"",""VR.16"":""Richard is as tall as Matt"",""VR.17"":""39"",""VR.19"":""Monday"",""LN.7"":""W"",""LN.33"":""F"",""LN.34"":""X"",""LN.58"":""M"",""MX.45"":""A"",""MX.46"":""F"",""MX.47"":""A"",""MX.55"":""D"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.34"",""MX.55"",""VR.4""]",3,"{""sris"":101633.39999999944,""acs"":153822.90000000037,""mindfulness"":58024.89999999944,""maia"":191688.09999999963,""decisionstyle"":44641.299999999814,""icar"":523878.80000000075}",,,,,,,,,The whole last section was confusing. I never understand those kinds of questions. I seem to have a mental block when it comes to logic and math.,"[7137.799999999814,24190.39999999944,17953.10000000056,13779.399999999441,24954.300000000745,12367.199999999255]",2219072,2022-01-28 18:02:21,291
5c5219ba5acab700012601e2,ma_choice_v3_followup_real1,5c5219ba5acab700012601e2,,,,,,,,,,,,,,,,"4,4,4,4,4,3,2,3,1,2",,"2,1,2,0,1,3,1,2,2,2,1,1,3,0,1,1,1,1,2,0","1,1,2,2,3,2,1,2,2,2,3,1","1,0,5,0,5,5,0,5,5,5,5,4,5,0,5,1,0,0,1,5","5,5,4,4,4,4,5,4,4,5,4,5,5,5,5,5,4,4,5,4,4,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""B"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""C"",""R3D.3"":""H"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""D""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.46"",""MX.47"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",10,"{""mindfulness"":64189.89999999991,""decisionstyle"":62628.5,""maia"":112291.59999999963,""sris"":87449.19999999972,""acs"":137918.2000000002,""icar"":1786215.3000000003}",,,,,,,,,"I think it took about the right amount of time. None of it was especially confusing, though I did have difficulty answering some of the puzzles; I couldn't figure some out. The first part got exceedingly boring, and my dog decided something very dangerous was outside. He needed to bark excessively.","[4726.5,26913.400000000023,16294,11264.29999999993,18616.099999999977,7503.800000000047]",3498540,2022-01-28 18:04:08,292
602e0102c7be4d8f930bccb5,ma_choice_v3_followup_real1,602e0102c7be4d8f930bccb5,,,,,,,,,,,,,,,,"4,4,4,4,4,2,2,3,3,3",,"0,0,0,2,2,0,0,1,3,2,0,0,2,3,0,1,3,2,3,0","3,2,2,2,3,0,1,3,2,3,3,3","4,3,3,2,4,4,1,5,4,4,4,5,5,2,5,2,0,0,3,4","5,3,5,2,4,3,5,4,4,4,4,5,5,3,3,5,4,3,4,4,4,4","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Tuesday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""F"",""R3D.3"":""D"",""R3D.4"":""D"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""VR.4"",""VR.16"",""VR.17""]",10,"{""sris"":122028.90000009537,""acs"":199835,""maia"":198400.29999995232,""decisionstyle"":105542.60000014305,""mindfulness"":108978.70000004768,""icar"":1245650.5999999046}",,,,,,,,,I really enjoyed all of the puzzles-questions at the end of the study!,"[6281,30920.5,10184.899999856949,16233.5,27587.10000014305,23656.099999904633]",3251150,2022-01-28 18:07:32,293
600b034b4b8e6501e23eddfd,ma_choice_v3_followup_real1,600b034b4b8e6501e23eddfd,,,,,,,,,,,,,,,,"1,3,2,1,2,4,2,2,3,2",,"2,1,1,1,1,1,1,1,2,0,1,1,1,1,1,2,1,1,1,1","0,2,1,0,1,1,3,1,3,1,0,2","3,4,3,4,3,3,3,3,2,3,3,3,3,3,3,4,2,2,4,2","4,3,2,3,2,2,2,2,4,2,2,4,5,5,5,3,2,3,3,2,2,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Saturday"",""LN.7"":""V"",""LN.33"":""G"",""LN.34"":""T"",""LN.58"":""I"",""MX.45"":""D"",""MX.46"":""A"",""MX.47"":""A"",""MX.55"":""B"",""R3D.3"":""H"",""R3D.4"":""H"",""R3D.6"":""H"",""R3D.8"":""H""}","[""LN.33"",""VR.4"",""VR.16"",""VR.17""]",4,"{""maia"":117179.10000002384,""decisionstyle"":37804.5,""mindfulness"":48018.5,""acs"":90471.39999997616,""sris"":50257,""icar"":513115.89999997616}",,,,,,,,,thank you!,"[2156.7999999523163,35951.5,27920,6823.899999976158,15936.300000071526,12647.699999928474]",2088025,2022-01-28 18:09:05,294
614f2378929f8d4e2447ec6c,ma_choice_v3_followup_real1,614f2378929f8d4e2447ec6c,,,,,,,,,,,,,,,,"3,3,2,3,4,1,2,1,2,1",,"1,1,1,3,3,2,1,0,3,2,1,0,2,1,1,0,2,2,2,0","1,1,2,1,2,2,2,3,3,3,1,1","0,1,4,0,4,4,0,4,5,5,5,4,5,0,4,1,1,1,2,4","5,4,2,5,2,3,5,4,4,4,3,5,4,2,3,3,3,4,4,2,3,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""C"",""R3D.4"":""B"",""R3D.6"":""A"",""R3D.8"":""C""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""R3D.3"",""R3D.4"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",14,"{""maia"":212419.70000000298,""mindfulness"":78200.79999999702,""sris"":123780.10000000894,""decisionstyle"":120551.40000000596,""acs"":185437.29999999702,""icar"":1248252.900000006}",,,,,,,,,"I didn't have a hard time understanding what was asked of me. I hope I did well as my cat decided he needed to ""help"" while I was doing the arrow task. The puzzle game was fun as I haven't had to try to work out spatial relationships in my head in a very, very long time. As with the first part, I don't really know if I completed this study in the time the description said it would take. With my laptop at full screen, I don't have a clock nearby and, unlike yesterday, my phone isn't nearby. ","[3819.300000011921,52740.59999999404,15484.5,323211.200000003,22194.59999999404,4107,6659,15900,45071.20000000298,57657.59999999404,13331.70000000298,44964.20000000298]",3817334,2022-01-28 18:09:48,295
596e1af7a09655000197d4bb,ma_choice_v3_followup_real1,596e1af7a09655000197d4bb,,,,,,,,,,,,,,,,"4,3,4,4,4,3,2,3,3,2",,"3,1,1,1,1,3,2,2,2,1,1,2,2,1,1,2,1,1,2,1","2,2,1,1,1,2,2,1,1,1,1,1","1,1,3,2,3,4,1,4,4,4,4,4,4,3,4,3,2,2,3,3","4,3,3,4,3,3,4,3,3,3,3,4,4,4,4,4,4,2,3,2,3,4","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""B"",""R3D.3"":""B"",""R3D.4"":""D"",""R3D.6"":""F"",""R3D.8"":""G""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""R3D.6"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",13,"{""decisionstyle"":22408.700000047684,""sris"":40505.200000047684,""mindfulness"":25471.5,""acs"":54740.299999952316,""maia"":64994.90000009537,""icar"":528616.2999999523}",,,,,,,,,"yea, fun!!!","[1381.9000000953674,13533.899999856949,4909,1979.1000001430511,7946.799999952316,2053.2000000476837]",1747930,2022-01-28 18:14:30,296
5c55b95b91c0ad0001cf86ab,ma_choice_v3_followup_real1,5c55b95b91c0ad0001cf86ab,,,,,,,,,,,,,,,,"4,3,4,4,4,0,0,0,1,0",,"2,1,2,1,1,2,1,2,2,0,2,1,1,0,3,2,1,1,0,2","1,0,2,1,2,2,1,3,1,2,2,2","3,2,0,2,1,1,2,4,1,2,1,2,5,0,5,0,0,0,0,4","3,4,2,2,3,2,3,3,4,2,3,3,3,4,1,2,2,1,3,4,1,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""H"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""C"",""R3D.4"":""B"",""R3D.6"":""F"",""R3D.8"":""G""}","[""LN.7"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""R3D.3"",""R3D.4"",""R3D.6"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",15,"{""acs"":142413.60000014305,""maia"":146155.5,""decisionstyle"":37803.299999952316,""sris"":96548.70000004768,""mindfulness"":66180.5,""icar"":556480.2000000477}",,,,,,,,,Everything was clear. Time was appropriate.,"[4244.900000095367,7568.399999856949,5391.299999952316,8880.200000047684,13903.799999952316,6368.5]",2008611,2022-01-28 18:15:25,297
5de0b69ba91be311cb773b0b,ma_choice_v3_followup_real1,5de0b69ba91be311cb773b0b,,,,,,,,,,,,,,,,"3,3,3,3,3,1,1,1,1,1",,"2,1,2,1,1,2,1,2,0,1,1,1,1,0,2,2,1,2,1,1","2,0,1,2,0,2,0,2,1,2,3,2","2,3,2,3,2,2,3,2,2,3,3,3,3,2,3,2,1,2,2,4","3,3,3,2,3,3,2,3,3,3,4,4,0,3,3,4,3,0,3,4,4,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""B"",""R3D.3"":""C"",""R3D.4"":""B"",""R3D.6"":""F"",""R3D.8"":""D""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""R3D.3"",""R3D.4"",""R3D.6"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",14,"{""acs"":143181.30000001192,""decisionstyle"":34085.40000003576,""mindfulness"":80181.60000002384,""maia"":100837.39999997616,""sris"":99900.19999998808,""icar"":659255}",,,,,,,,,A bit shorter than you said it would be,"[2118.099999964237,8839.699999988079,3568.2000000476837,4256,12448.099999964237,5144]",2051257,2022-01-28 18:18:40,298
5f6be2474140c215c8ebbe52,ma_choice_v3_followup_real1,5f6be2474140c215c8ebbe52,,,,,,,,,,,,,,,,"4,4,4,4,4,1,3,3,1,4",,"3,1,1,1,2,2,1,1,2,0,2,1,2,1,1,2,0,1,1,1","1,1,2,2,0,2,1,1,2,2,2,1","0,0,4,1,3,4,0,4,5,4,5,5,5,3,4,4,2,1,4,4","4,5,3,4,3,3,4,4,4,2,4,3,3,4,5,4,4,4,4,5,5,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""B"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""B"",""R3D.3"":""E"",""R3D.4"":""D"",""R3D.6"":""F"",""R3D.8"":""F""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.46"",""MX.47"",""R3D.6"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",11,"{""mindfulness"":58349.39999985695,""sris"":123963.59999990463,""decisionstyle"":54651.199999809265,""maia"":128812.59999990463,""acs"":144171.39999985695,""icar"":904414}",,,,,,,,,"everything went well

Best of luck with your research.","[6781.5,66016.30000019073,22079.89999985695,19464.200000047684,14863.900000095367,8751.899999856949]",2716122,2022-01-28 18:26:54,299
5efe4033859ac314b6d79a50,ma_choice_v3_followup_real1,5efe4033859ac314b6d79a50,,,,,,,,,,,,,,,,"2,2,2,2,4,3,3,4,3,2",,"3,0,0,0,2,1,1,2,2,2,1,1,2,0,1,3,1,2,1,0","2,3,0,2,0,0,2,1,1,2,2,2","3,4,1,1,1,3,4,3,1,1,1,1,3,3,4,3,2,4,4,4","4,4,3,5,2,4,2,3,3,3,2,2,5,3,2,2,2,2,2,5,3,5","{""VR.4"":""4"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""W"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""H"",""MX.45"":""D"",""MX.46"":""A"",""MX.47"":""E"",""MX.55"":""B"",""R3D.3"":""E"",""R3D.4"":""D"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.33"",""LN.34"",""VR.16"",""VR.17"",""VR.19""]",5,"{""maia"":195503.5,""acs"":178244.70000004768,""mindfulness"":65045.200000047684,""sris"":123187.10000002384,""decisionstyle"":67755.5,""icar"":718723.3999999762}",,,,,,,,,I think it took about 45 to 50 minutes to complete - The last part felt difficult as I was getting tired but overall it was a great study,"[6181.699999928474,31060.5,30261.100000023842,19837.300000071526,19012.099999904633,15261.300000071526]",2435025,2022-01-28 18:27:54,300
60febf58549ef9280776efec,ma_choice_v3_followup_real1,60febf58549ef9280776efec,,,,,,,,,,,,,,,,"4,4,4,4,4,4,4,4,4,3",,"2,1,2,0,3,0,1,2,1,2,2,2,2,3,0,0,2,1,2,1","2,1,1,1,3,1,1,2,1,3,1,1","0,0,5,0,5,5,0,5,5,5,5,5,5,1,4,1,0,0,0,4","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5","{""VR.4"":""3"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""J"",""MX.45"":""B"",""MX.46"":""A"",""MX.47"":""C"",""MX.55"":""C"",""R3D.3"":""D"",""R3D.4"":""G"",""R3D.6"":""D"",""R3D.8"":""E""}","[""LN.7"",""LN.33"",""LN.34"",""VR.16"",""VR.17"",""VR.19""]",6,"{""mindfulness"":64573.59999990463,""sris"":459619.90000009537,""decisionstyle"":339114.5,""maia"":135924.40000009537,""acs"":1216760.600000143,""icar"":665474.9000000954}",,,,,,,,,"Nothing was confusing in my opinion. Yes, it took as much time as suggested.","[2953.5,33211.09999990463,7824.5,6767.5,16857.400000095367,227194.70000004768]",4302287,2022-01-28 18:33:51,301
5ed9c285b8c16356b385a97f,ma_choice_v3_followup_real1,5ed9c285b8c16356b385a97f,,,,,,,,,,,,,,,,"3,4,3,3,4,3,3,2,3,2",,"2,0,1,1,2,2,1,0,1,2,1,1,2,1,2,1,2,2,1,1","2,1,1,2,2,1,0,2,2,2,2,1","1,1,3,0,4,4,1,4,3,3,2,3,4,1,4,3,1,1,1,4","4,1,3,4,3,3,3,3,3,4,4,4,3,4,5,4,4,3,4,4,4,4","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""57"",""VR.19"":""Monday"",""LN.7"":""W"",""LN.33"":""J"",""LN.34"":""V"",""LN.58"":""M"",""MX.45"":""E"",""MX.46"":""E"",""MX.47"":""E"",""MX.55"":""F"",""R3D.3"":""B"",""R3D.4"":""A"",""R3D.6"":""A"",""R3D.8"":""B""}","[""MX.45"",""VR.4"",""VR.16""]",3,"{""decisionstyle"":60057,""acs"":134328,""mindfulness"":61568,""maia"":131746,""sris"":107887,""icar"":579902}",,,,,,,,,Great survey,"[6524,32679,35758,10477,16467,10502]",2130725,2022-01-28 18:37:06,302
61573df2a779b544c3729b54,ma_choice_v3_followup_real1,61573df2a779b544c3729b54,,,,,,,,,,,,,,,,"4,1,3,4,4,3,3,4,2,3",,"0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,2,1","1,0,0,1,1,0,1,0,0,2,2,1","1,3,3,1,4,4,1,4,2,3,4,4,4,1,4,1,0,4,2,3","4,2,4,2,4,4,2,4,4,2,4,4,4,4,3,4,4,4,2,3,5,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Saturday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""D"",""MX.55"":""F"",""R3D.3"":""G"",""R3D.4"":""G"",""R3D.6"":""C"",""R3D.8"":""B""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""VR.4"",""VR.16"",""VR.17""]",9,"{""maia"":93472,""decisionstyle"":40353,""acs"":85682,""sris"":67906,""mindfulness"":45795,""icar"":1003851}",,,,,,,,,No comments. ,"[3477,14945,22888,21039,17289,21496]",2980827,2022-01-28 18:40:24,303
