"Closeness to cafes/restaurants,Amount of natural light,Size of yard,Washer/dryer in unit,Reputation of closest school,Amount of traffic,Noise pollution,Size of home,Closeness to public transportation,Closeness to parks,Year building was built,Quality of heat/AC system","10 min away,A Moderate Amount,200 square feet,No,Very Good,Very Little,Moderate,1700 square feet,15 min away,10 min away,1971,Very Bad","20 min away,Very Little,0 square feet,Yes,Moderate,A Moderate Amount,Very High,1400 square feet,25 min away,20 min away,2010,Very Good"
"Size of home,Noise pollution,Washer/dryer in unit,Year building was built,Size of yard,Amount of traffic,Closeness to public transportation,Amount of natural light,Reputation of closest school,Closeness to parks,Quality of heat/AC system,Closeness to cafes/restaurants","1000 square feet,Low,No,2009,50 square feet,A Lot,15 min away,Very Little,Very Good,15 min away,Good,15 min away","1300 square feet,Very High,Yes,1977,400 square feet,Very Little,30 min away,A Moderate Amount,Moderate,25 min away,Very Bad,30 min away"
"Noise pollution,Amount of natural light,Closeness to cafes/restaurants,Closeness to parks,Washer/dryer in unit,Size of home,Size of yard,Year building was built,Closeness to public transportation,Amount of traffic,Quality of heat/AC system,Reputation of closest school","High,A Little,20 min away,20 min away,No,700 square feet,300 square feet,2011,10 min away,A Little,Very Good,Good","Very Low,A Lot,30 min away,30 min away,Yes,1200 square feet,50 square feet,1957,25 min away,A Lot,Moderate,Bad"
"Reputation of closest school,Closeness to parks,Closeness to public transportation,Noise pollution,Amount of natural light,Closeness to cafes/restaurants,Size of home,Washer/dryer in unit,Quality of heat/AC system,Year building was built,Size of yard,Amount of traffic","Very Bad,30 min away,30 min away,Very Low,A Moderate Amount,20 min away,1000 square feet,Yes,Very Good,2011,350 square feet,A Lot","Very Good,20 min away,20 min away,Moderate,Very Little,10 min away,1700 square feet,No,Bad,1955,550 square feet,A Little"
"Year building was built,Amount of traffic,Closeness to parks,Size of yard,Amount of natural light,Reputation of closest school,Closeness to cafes/restaurants,Closeness to public transportation,Size of home,Noise pollution,Quality of heat/AC system,Washer/dryer in unit","1973,A Lot,15 min away,350 square feet,Very Little,Good,25 min away,15 min away,1800 square feet,Low,Moderate,Yes","2011,A Little,25 min away,150 square feet,A Moderate Amount,Bad,10 min away,25 min away,600 square feet,Very High,Very Bad,No"
"Closeness to parks,Size of home,Quality of heat/AC system,Size of yard,Reputation of closest school,Closeness to cafes/restaurants,Year building was built,Noise pollution,Amount of natural light,Closeness to public transportation,Amount of traffic,Washer/dryer in unit","30 min away,1300 square feet,Bad,150 square feet,Moderate,25 min away,1961,High,A Lot,15 min away,A Lot,No","15 min away,900 square feet,Good,550 square feet,Very Good,10 min away,2006,Low,A Little,30 min away,Very Little,Yes"
"Noise pollution,Quality of heat/AC system,Amount of traffic,Amount of natural light,Closeness to parks,Size of home,Year building was built,Closeness to public transportation,Reputation of closest school,Size of yard,Washer/dryer in unit,Closeness to cafes/restaurants","High,Bad,A Lot,A Moderate Amount,30 min away,1700 square feet,1975,25 min away,Bad,400 square feet,Yes,30 min away","Very Low,Very Good,A Little,Very Little,20 min away,1000 square feet,2019,10 min away,Very Good,200 square feet,No,20 min away"
"Size of yard,Amount of natural light,Washer/dryer in unit,Amount of traffic,Reputation of closest school,Closeness to cafes/restaurants,Year building was built,Noise pollution,Closeness to parks,Size of home,Closeness to public transportation,Quality of heat/AC system","550 square feet,Very Little,No,A Lot,Bad,15 min away,1999,Moderate,20 min away,1600 square feet,20 min away,Moderate","400 square feet,A Lot,Yes,Very Little,Very Good,25 min away,1953,Very Low,30 min away,900 square feet,30 min away,Very Bad"
"Amount of traffic,Noise pollution,Closeness to cafes/restaurants,Year building was built,Size of yard,Closeness to parks,Size of home,Amount of natural light,Quality of heat/AC system,Reputation of closest school,Closeness to public transportation,Washer/dryer in unit","A Lot,Low,20 min away,1968,250 square feet,15 min away,800 square feet,A Little,Very Bad,Good,10 min away,No","Very Little,High,10 min away,2001,450 square feet,25 min away,1400 square feet,A Lot,Good,Bad,30 min away,Yes"
"Size of home,Closeness to public transportation,Amount of natural light,Year building was built,Amount of traffic,Closeness to parks,Quality of heat/AC system,Noise pollution,Closeness to cafes/restaurants,Size of yard,Reputation of closest school,Washer/dryer in unit","600 square feet,10 min away,A Moderate Amount,2010,A Lot,30 min away,Very Bad,Low,15 min away,500 square feet,Bad,No","1400 square feet,20 min away,Very Little,1969,A Little,15 min away,Very Good,Very High,30 min away,300 square feet,Very Good,Yes"
"Amount of traffic,Size of home,Size of yard,Closeness to public transportation,Amount of natural light,Year building was built,Closeness to cafes/restaurants,Reputation of closest school,Quality of heat/AC system,Noise pollution,Washer/dryer in unit,Closeness to parks","A Lot,1500 square feet,350 square feet,20 min away,A Little,2003,20 min away,Very Good,Bad,Low,No,15 min away","Very Little,900 square feet,500 square feet,30 min away,A Lot,1968,30 min away,Moderate,Good,Very High,Yes,25 min away"
"Noise pollution,Size of home,Washer/dryer in unit,Year building was built,Quality of heat/AC system,Amount of traffic,Reputation of closest school,Amount of natural light,Closeness to cafes/restaurants,Closeness to public transportation,Size of yard,Closeness to parks","Very Low,800 square feet,Yes,1981,Bad,A Moderate Amount,Bad,A Moderate Amount,15 min away,15 min away,150 square feet,25 min away","Moderate,1200 square feet,No,1959,Very Good,Very Little,Very Good,Very Little,30 min away,25 min away,450 square feet,15 min away"
"Noise pollution,Reputation of closest school,Amount of natural light,Washer/dryer in unit,Size of yard,Size of home,Closeness to cafes/restaurants,Closeness to parks,Year building was built,Amount of traffic,Quality of heat/AC system,Closeness to public transportation","High,Moderate,A Little,Yes,50 square feet,1600 square feet,10 min away,15 min away,1968,A Lot,Moderate,15 min away","Very Low,Very Good,A Lot,No,550 square feet,1100 square feet,30 min away,25 min away,2001,A Little,Very Bad,30 min away"
"Closeness to public transportation,Reputation of closest school,Washer/dryer in unit,Quality of heat/AC system,Size of yard,Noise pollution,Year building was built,Amount of traffic,Amount of natural light,Size of home,Closeness to cafes/restaurants,Closeness to parks","15 min away,Moderate,Yes,Very Bad,0 square feet,Very High,2012,A Lot,A Little,1200 square feet,20 min away,25 min away","30 min away,Very Bad,No,Good,450 square feet,Very Low,1983,A Little,A Lot,900 square feet,10 min away,10 min away"
"Closeness to parks,Quality of heat/AC system,Noise pollution,Closeness to public transportation,Reputation of closest school,Year building was built,Amount of traffic,Amount of natural light,Size of yard,Washer/dryer in unit,Closeness to cafes/restaurants,Size of home","25 min away,Moderate,Very High,30 min away,Moderate,1978,Very Little,A Little,100 square feet,No,30 min away,1600 square feet","15 min away,Very Bad,Low,10 min away,Very Good,2010,A Lot,A Lot,500 square feet,Yes,15 min away,1200 square feet"
"Amount of traffic,Closeness to cafes/restaurants,Amount of natural light,Size of yard,Year building was built,Quality of heat/AC system,Closeness to parks,Reputation of closest school,Noise pollution,Washer/dryer in unit,Size of home,Closeness to public transportation","A Lot,25 min away,A Lot,200 square feet,1957,Very Good,10 min away,Good,High,Yes,1400 square feet,15 min away","A Little,15 min away,Very Little,350 square feet,1990,Very Bad,20 min away,Bad,Very Low,No,800 square feet,25 min away"
"Size of home,Noise pollution,Amount of natural light,Closeness to parks,Amount of traffic,Closeness to public transportation,Size of yard,Washer/dryer in unit,Closeness to cafes/restaurants,Quality of heat/AC system,Year building was built,Reputation of closest school","1200 square feet,Very High,A Moderate Amount,20 min away,A Moderate Amount,15 min away,250 square feet,Yes,30 min away,Good,1964,Very Bad","1600 square feet,Low,Very Little,10 min away,Very Little,25 min away,600 square feet,No,10 min away,Bad,2009,Moderate"
"Amount of traffic,Size of yard,Size of home,Quality of heat/AC system,Noise pollution,Reputation of closest school,Year building was built,Closeness to cafes/restaurants,Washer/dryer in unit,Closeness to public transportation,Amount of natural light,Closeness to parks","Very Little,400 square feet,1600 square feet,Very Bad,Low,Good,2012,20 min away,Yes,25 min away,A Lot,15 min away","A Lot,50 square feet,1100 square feet,Very Good,High,Very Bad,1988,10 min away,No,10 min away,A Little,25 min away"
"Amount of traffic,Closeness to cafes/restaurants,Closeness to public transportation,Washer/dryer in unit,Amount of natural light,Quality of heat/AC system,Noise pollution,Size of yard,Year building was built,Size of home,Reputation of closest school,Closeness to parks","A Lot,25 min away,10 min away,Yes,A Moderate Amount,Very Bad,Very Low,350 square feet,1961,1600 square feet,Very Good,10 min away","Very Little,10 min away,30 min away,No,Very Little,Moderate,Very High,50 square feet,2005,900 square feet,Bad,20 min away"
"Size of home,Closeness to public transportation,Size of yard,Noise pollution,Closeness to cafes/restaurants,Amount of traffic,Amount of natural light,Quality of heat/AC system,Closeness to parks,Year building was built,Washer/dryer in unit,Reputation of closest school","900 square feet,20 min away,300 square feet,Very Low,30 min away,A Little,A Little,Moderate,30 min away,2003,Yes,Moderate","1600 square feet,10 min away,100 square feet,High,10 min away,A Lot,A Lot,Very Good,20 min away,1954,No,Very Good"
"Amount of traffic,Noise pollution,Amount of natural light,Year building was built,Size of yard,Closeness to cafes/restaurants,Quality of heat/AC system,Closeness to parks,Size of home,Washer/dryer in unit,Closeness to public transportation,Reputation of closest school","A Lot,Low,A Moderate Amount,1952,150 square feet,25 min away,Very Bad,20 min away,1500 square feet,Yes,10 min away,Very Good","Very Little,High,Very Little,1977,550 square feet,10 min away,Moderate,10 min away,1100 square feet,No,30 min away,Bad"
"Amount of traffic,Reputation of closest school,Year building was built,Size of yard,Amount of natural light,Noise pollution,Closeness to parks,Washer/dryer in unit,Closeness to public transportation,Closeness to cafes/restaurants,Size of home,Quality of heat/AC system","A Little,Moderate,1988,300 square feet,A Moderate Amount,Moderate,10 min away,No,20 min away,15 min away,1000 square feet,Good","A Lot,Very Good,1964,550 square feet,Very Little,Very Low,20 min away,Yes,30 min away,25 min away,1400 square feet,Bad"
"Closeness to cafes/restaurants,Noise pollution,Quality of heat/AC system,Size of home,Closeness to parks,Reputation of closest school,Size of yard,Amount of natural light,Year building was built,Washer/dryer in unit,Closeness to public transportation,Amount of traffic","15 min away,High,Very Bad,900 square feet,15 min away,Good,150 square feet,A Lot,1995,No,10 min away,A Little","25 min away,Very Low,Very Good,1500 square feet,30 min away,Very Bad,550 square feet,Very Little,1958,Yes,30 min away,A Lot"
"Closeness to public transportation,Size of home,Closeness to cafes/restaurants,Closeness to parks,Size of yard,Quality of heat/AC system,Noise pollution,Amount of traffic,Amount of natural light,Washer/dryer in unit,Year building was built,Reputation of closest school","15 min away,900 square feet,20 min away,10 min away,150 square feet,Moderate,Low,A Lot,A Lot,No,1955,Very Bad","30 min away,1500 square feet,30 min away,20 min away,550 square feet,Very Bad,High,A Little,A Little,Yes,2018,Very Good"
"Quality of heat/AC system,Closeness to public transportation,Closeness to parks,Size of home,Size of yard,Reputation of closest school,Amount of natural light,Year building was built,Closeness to cafes/restaurants,Amount of traffic,Washer/dryer in unit,Noise pollution","Bad,30 min away,25 min away,1500 square feet,450 square feet,Bad,A Lot,1992,30 min away,Very Little,Yes,High","Very Good,10 min away,15 min away,800 square feet,250 square feet,Good,Very Little,1971,15 min away,A Lot,No,Low"
"Noise pollution,Reputation of closest school,Washer/dryer in unit,Closeness to cafes/restaurants,Quality of heat/AC system,Size of home,Amount of natural light,Amount of traffic,Closeness to public transportation,Closeness to parks,Year building was built,Size of yard","Very High,Moderate,No,15 min away,Bad,1800 square feet,A Little,Very Little,25 min away,15 min away,1973,600 square feet","Low,Very Good,Yes,25 min away,Good,1200 square feet,A Lot,A Lot,10 min away,30 min away,2008,200 square feet"
"Year building was built,Quality of heat/AC system,Closeness to public transportation,Size of yard,Closeness to cafes/restaurants,Amount of traffic,Noise pollution,Closeness to parks,Washer/dryer in unit,Size of home,Amount of natural light,Reputation of closest school","1950,Moderate,25 min away,250 square feet,10 min away,A Little,Moderate,20 min away,Yes,1300 square feet,A Little,Very Good","2015,Very Bad,10 min away,500 square feet,25 min away,A Lot,Very Low,30 min away,No,1600 square feet,A Lot,Very Bad"
"Amount of natural light,Noise pollution,Size of home,Closeness to public transportation,Reputation of closest school,Quality of heat/AC system,Closeness to parks,Size of yard,Closeness to cafes/restaurants,Amount of traffic,Year building was built,Washer/dryer in unit","A Lot,Low,1800 square feet,30 min away,Very Good,Bad,30 min away,200 square feet,15 min away,Very Little,1958,Yes","A Little,Very High,800 square feet,20 min away,Very Bad,Good,20 min away,0 square feet,30 min away,A Moderate Amount,1987,No"
"Closeness to cafes/restaurants,Closeness to parks,Washer/dryer in unit,Reputation of closest school,Amount of traffic,Year building was built,Size of home,Size of yard,Amount of natural light,Closeness to public transportation,Noise pollution,Quality of heat/AC system","15 min away,10 min away,No,Very Good,Very Little,2018,800 square feet,0 square feet,A Moderate Amount,10 min away,Moderate,Good","30 min away,30 min away,Yes,Very Bad,A Moderate Amount,1984,1100 square feet,200 square feet,Very Little,25 min away,Very Low,Very Bad"
"Reputation of closest school,Washer/dryer in unit,Closeness to parks,Amount of traffic,Year building was built,Closeness to public transportation,Quality of heat/AC system,Amount of natural light,Size of yard,Noise pollution,Closeness to cafes/restaurants,Size of home","Very Good,No,20 min away,Very Little,2007,20 min away,Good,Very Little,0 square feet,Low,25 min away,1600 square feet","Very Bad,Yes,10 min away,A Moderate Amount,1979,30 min away,Very Bad,A Moderate Amount,200 square feet,Very High,15 min away,1100 square feet"
"Year building was built,Closeness to cafes/restaurants,Amount of traffic,Size of home,Closeness to parks,Noise pollution,Amount of natural light,Reputation of closest school,Size of yard,Washer/dryer in unit,Closeness to public transportation,Quality of heat/AC system","2005,15 min away,A Moderate Amount,1500 square feet,20 min away,Very Low,A Moderate Amount,Good,300 square feet,No,20 min away,Very Bad","1984,30 min away,Very Little,1200 square feet,10 min away,Very High,Very Little,Very Bad,500 square feet,Yes,10 min away,Very Good"
"Size of home,Amount of traffic,Closeness to parks,Quality of heat/AC system,Closeness to cafes/restaurants,Reputation of closest school,Washer/dryer in unit,Year building was built,Noise pollution,Amount of natural light,Closeness to public transportation,Size of yard","1400 square feet,Very Little,30 min away,Bad,15 min away,Bad,Yes,2017,Very High,A Moderate Amount,15 min away,350 square feet","900 square feet,A Moderate Amount,15 min away,Very Good,30 min away,Very Good,No,1992,Moderate,Very Little,25 min away,200 square feet"
"Closeness to public transportation,Size of home,Amount of traffic,Size of yard,Year building was built,Washer/dryer in unit,Closeness to parks,Noise pollution,Closeness to cafes/restaurants,Amount of natural light,Reputation of closest school,Quality of heat/AC system","15 min away,1400 square feet,A Little,50 square feet,1961,Yes,30 min away,Very Low,30 min away,A Lot,Good,Good","30 min away,1800 square feet,A Lot,500 square feet,2012,No,15 min away,High,10 min away,A Little,Bad,Very Bad"
"Amount of traffic,Closeness to cafes/restaurants,Closeness to parks,Closeness to public transportation,Size of yard,Amount of natural light,Size of home,Reputation of closest school,Year building was built,Quality of heat/AC system,Washer/dryer in unit,Noise pollution","A Lot,20 min away,25 min away,10 min away,300 square feet,A Moderate Amount,1500 square feet,Good,1998,Bad,No,Very Low","A Little,30 min away,15 min away,30 min away,500 square feet,Very Little,1200 square feet,Very Bad,1974,Good,Yes,Moderate"
"Noise pollution,Amount of natural light,Closeness to public transportation,Closeness to cafes/restaurants,Closeness to parks,Washer/dryer in unit,Size of yard,Amount of traffic,Year building was built,Size of home,Quality of heat/AC system,Reputation of closest school","Moderate,Very Little,25 min away,15 min away,25 min away,Yes,50 square feet,A Little,1954,1600 square feet,Bad,Bad","Very Low,A Moderate Amount,10 min away,30 min away,10 min away,No,550 square feet,A Lot,1986,900 square feet,Very Good,Very Good"
"Size of home,Reputation of closest school,Year building was built,Noise pollution,Size of yard,Amount of traffic,Closeness to cafes/restaurants,Closeness to public transportation,Quality of heat/AC system,Amount of natural light,Washer/dryer in unit,Closeness to parks","800 square feet,Good,1983,Moderate,100 square feet,Very Little,10 min away,30 min away,Good,A Moderate Amount,No,25 min away","1300 square feet,Bad,2012,Very Low,400 square feet,A Lot,25 min away,15 min away,Bad,Very Little,Yes,10 min away"
"Amount of natural light,Closeness to public transportation,Size of yard,Reputation of closest school,Noise pollution,Washer/dryer in unit,Closeness to cafes/restaurants,Year building was built,Closeness to parks,Amount of traffic,Size of home,Quality of heat/AC system","Very Little,15 min away,400 square feet,Bad,Moderate,Yes,30 min away,1958,10 min away,A Lot,1200 square feet,Bad","A Lot,25 min away,0 square feet,Good,Very High,No,10 min away,1999,25 min away,A Little,600 square feet,Very Good"
"Closeness to parks,Noise pollution,Reputation of closest school,Closeness to cafes/restaurants,Quality of heat/AC system,Size of yard,Amount of traffic,Closeness to public transportation,Year building was built,Amount of natural light,Size of home,Washer/dryer in unit","20 min away,High,Very Bad,20 min away,Good,250 square feet,A Lot,10 min away,1972,A Lot,900 square feet,No","30 min away,Very Low,Very Good,10 min away,Bad,0 square feet,A Little,20 min away,1995,A Little,1300 square feet,Yes"
"Size of yard,Amount of natural light,Closeness to cafes/restaurants,Washer/dryer in unit,Closeness to parks,Year building was built,Noise pollution,Amount of traffic,Reputation of closest school,Closeness to public transportation,Size of home,Quality of heat/AC system","50 square feet,A Little,15 min away,Yes,30 min away,2014,High,Very Little,Very Bad,30 min away,1700 square feet,Very Good","450 square feet,A Lot,30 min away,No,15 min away,1994,Low,A Moderate Amount,Very Good,10 min away,1100 square feet,Bad"
"Noise pollution,Size of home,Closeness to parks,Amount of natural light,Reputation of closest school,Year building was built,Closeness to public transportation,Washer/dryer in unit,Amount of traffic,Size of yard,Closeness to cafes/restaurants,Quality of heat/AC system","Moderate,1000 square feet,25 min away,A Little,Very Bad,2003,15 min away,No,A Lot,400 square feet,10 min away,Moderate","Very Low,1700 square feet,10 min away,A Lot,Good,1962,25 min away,Yes,Very Little,0 square feet,20 min away,Very Good"
"Reputation of closest school,Noise pollution,Closeness to cafes/restaurants,Year building was built,Closeness to public transportation,Amount of natural light,Washer/dryer in unit,Closeness to parks,Quality of heat/AC system,Size of yard,Size of home,Amount of traffic","Good,High,15 min away,1959,30 min away,A Little,Yes,10 min away,Very Good,300 square feet,1800 square feet,A Lot","Very Bad,Very Low,30 min away,2000,10 min away,A Lot,No,30 min away,Moderate,450 square feet,800 square feet,Very Little"
"Washer/dryer in unit,Closeness to cafes/restaurants,Size of yard,Closeness to parks,Size of home,Quality of heat/AC system,Reputation of closest school,Noise pollution,Amount of traffic,Year building was built,Closeness to public transportation,Amount of natural light","Yes,30 min away,100 square feet,20 min away,1700 square feet,Good,Very Bad,High,A Lot,2019,15 min away,A Moderate Amount","No,10 min away,350 square feet,10 min away,1500 square feet,Very Bad,Good,Very Low,Very Little,1958,25 min away,Very Little"
"Closeness to parks,Closeness to public transportation,Noise pollution,Amount of natural light,Amount of traffic,Size of home,Quality of heat/AC system,Washer/dryer in unit,Reputation of closest school,Year building was built,Size of yard,Closeness to cafes/restaurants","25 min away,30 min away,Very High,A Moderate Amount,Very Little,1600 square feet,Very Bad,No,Very Bad,1956,100 square feet,15 min away","15 min away,10 min away,Moderate,Very Little,A Moderate Amount,1300 square feet,Good,Yes,Very Good,2014,350 square feet,30 min away"
"Amount of traffic,Amount of natural light,Quality of heat/AC system,Closeness to parks,Size of home,Closeness to cafes/restaurants,Closeness to public transportation,Reputation of closest school,Noise pollution,Year building was built,Washer/dryer in unit,Size of yard","Very Little,A Lot,Very Good,15 min away,1500 square feet,10 min away,20 min away,Very Bad,Very Low,1967,No,50 square feet","A Lot,Very Little,Moderate,25 min away,1000 square feet,20 min away,30 min away,Moderate,Very High,2005,Yes,400 square feet"
"Closeness to parks,Washer/dryer in unit,Size of home,Amount of traffic,Amount of natural light,Closeness to cafes/restaurants,Closeness to public transportation,Quality of heat/AC system,Year building was built,Noise pollution,Reputation of closest school,Size of yard","15 min away,Yes,1000 square feet,A Little,Very Little,30 min away,10 min away,Very Bad,1989,High,Very Bad,500 square feet","25 min away,No,1400 square feet,A Lot,A Lot,20 min away,30 min away,Good,1968,Low,Moderate,50 square feet"
"Closeness to public transportation,Amount of traffic,Year building was built,Closeness to cafes/restaurants,Amount of natural light,Washer/dryer in unit,Noise pollution,Size of home,Quality of heat/AC system,Reputation of closest school,Size of yard,Closeness to parks","30 min away,A Lot,2018,25 min away,A Little,Yes,Low,1100 square feet,Bad,Moderate,550 square feet,10 min away","10 min away,A Little,1983,15 min away,A Lot,No,High,1700 square feet,Very Good,Very Good,0 square feet,30 min away"
"Washer/dryer in unit,Quality of heat/AC system,Size of home,Closeness to parks,Closeness to cafes/restaurants,Amount of traffic,Year building was built,Noise pollution,Closeness to public transportation,Reputation of closest school,Size of yard,Amount of natural light","No,Moderate,1600 square feet,30 min away,25 min away,Very Little,1976,Very High,30 min away,Very Good,300 square feet,A Moderate Amount","Yes,Very Good,1800 square feet,15 min away,15 min away,A Moderate Amount,1953,Moderate,20 min away,Bad,600 square feet,Very Little"
"Noise pollution,Amount of traffic,Size of yard,Closeness to parks,Year building was built,Closeness to public transportation,Washer/dryer in unit,Closeness to cafes/restaurants,Reputation of closest school,Quality of heat/AC system,Size of home,Amount of natural light","Moderate,Very Little,450 square feet,30 min away,1992,10 min away,Yes,15 min away,Bad,Bad,1400 square feet,A Little","Very High,A Moderate Amount,100 square feet,10 min away,1952,20 min away,No,30 min away,Very Good,Good,1600 square feet,A Lot"
"Amount of traffic,Noise pollution,Closeness to public transportation,Year building was built,Closeness to cafes/restaurants,Size of yard,Amount of natural light,Closeness to parks,Quality of heat/AC system,Size of home,Reputation of closest school,Washer/dryer in unit","A Little,Moderate,25 min away,1959,30 min away,50 square feet,A Lot,20 min away,Very Bad,1000 square feet,Very Good,Yes","A Lot,Very High,10 min away,1992,15 min away,550 square feet,Very Little,30 min away,Good,1400 square feet,Very Bad,No"
"Closeness to cafes/restaurants,Washer/dryer in unit,Size of yard,Year building was built,Closeness to public transportation,Amount of traffic,Quality of heat/AC system,Size of home,Noise pollution,Reputation of closest school,Closeness to parks,Amount of natural light","25 min away,Yes,400 square feet,1957,30 min away,A Moderate Amount,Very Good,1200 square feet,High,Bad,15 min away,A Moderate Amount","10 min away,No,600 square feet,1986,20 min away,Very Little,Bad,800 square feet,Low,Very Good,30 min away,Very Little"
"Washer/dryer in unit,Closeness to cafes/restaurants,Year building was built,Size of home,Amount of natural light,Reputation of closest school,Closeness to parks,Size of yard,Amount of traffic,Quality of heat/AC system,Noise pollution,Closeness to public transportation","No,20 min away,2009,1400 square feet,A Lot,Bad,20 min away,150 square feet,A Lot,Bad,Very High,15 min away","Yes,30 min away,1957,1800 square feet,A Little,Good,10 min away,500 square feet,Very Little,Good,Low,30 min away"
"Closeness to cafes/restaurants,Quality of heat/AC system,Year building was built,Amount of natural light,Reputation of closest school,Washer/dryer in unit,Size of yard,Closeness to public transportation,Noise pollution,Closeness to parks,Amount of traffic,Size of home","20 min away,Moderate,1974,Very Little,Very Bad,No,250 square feet,20 min away,Very High,10 min away,A Little,1100 square feet","10 min away,Very Bad,2011,A Moderate Amount,Good,Yes,50 square feet,30 min away,Moderate,25 min away,A Lot,1700 square feet"
"Closeness to public transportation,Year building was built,Size of yard,Washer/dryer in unit,Closeness to cafes/restaurants,Amount of natural light,Noise pollution,Closeness to parks,Quality of heat/AC system,Size of home,Amount of traffic,Reputation of closest school","20 min away,1993,200 square feet,Yes,25 min away,A Moderate Amount,Moderate,10 min away,Bad,600 square feet,A Moderate Amount,Good","10 min away,2014,350 square feet,No,10 min away,Very Little,Very High,25 min away,Good,1500 square feet,Very Little,Very Bad"
"Quality of heat/AC system,Closeness to public transportation,Size of home,Size of yard,Year building was built,Amount of traffic,Amount of natural light,Washer/dryer in unit,Closeness to parks,Reputation of closest school,Noise pollution,Closeness to cafes/restaurants","Good,20 min away,600 square feet,200 square feet,1969,A Little,A Moderate Amount,Yes,30 min away,Good,High,30 min away","Bad,30 min away,1300 square feet,550 square feet,2014,A Lot,Very Little,No,15 min away,Bad,Very Low,15 min away"
"Closeness to parks,Noise pollution,Size of yard,Washer/dryer in unit,Closeness to cafes/restaurants,Amount of natural light,Closeness to public transportation,Reputation of closest school,Amount of traffic,Quality of heat/AC system,Size of home,Year building was built","15 min away,High,350 square feet,No,25 min away,Very Little,25 min away,Moderate,Very Little,Very Bad,1100 square feet,1995","25 min away,Very Low,0 square feet,Yes,15 min away,A Moderate Amount,15 min away,Very Bad,A Lot,Very Good,1400 square feet,1952"
"Size of yard,Closeness to parks,Quality of heat/AC system,Amount of natural light,Reputation of closest school,Washer/dryer in unit,Amount of traffic,Noise pollution,Closeness to cafes/restaurants,Year building was built,Size of home,Closeness to public transportation","450 square feet,20 min away,Bad,Very Little,Very Bad,Yes,A Moderate Amount,Moderate,15 min away,1981,1700 square feet,15 min away","150 square feet,10 min away,Very Good,A Lot,Moderate,No,Very Little,Very Low,25 min away,2014,900 square feet,30 min away"
"Size of home,Closeness to cafes/restaurants,Reputation of closest school,Amount of natural light,Year building was built,Size of yard,Amount of traffic,Quality of heat/AC system,Closeness to public transportation,Noise pollution,Closeness to parks,Washer/dryer in unit","1000 square feet,20 min away,Very Bad,A Little,1987,600 square feet,A Moderate Amount,Good,25 min away,Low,15 min away,Yes","1700 square feet,10 min away,Moderate,A Lot,1966,100 square feet,Very Little,Bad,10 min away,Very High,25 min away,No"
"Reputation of closest school,Amount of natural light,Size of home,Closeness to cafes/restaurants,Closeness to parks,Washer/dryer in unit,Amount of traffic,Quality of heat/AC system,Size of yard,Year building was built,Noise pollution,Closeness to public transportation","Moderate,A Lot,1200 square feet,25 min away,15 min away,Yes,A Moderate Amount,Bad,400 square feet,1983,Low,20 min away","Very Bad,Very Little,1400 square feet,15 min away,30 min away,No,Very Little,Good,150 square feet,2012,Very High,30 min away"
"Reputation of closest school,Amount of natural light,Closeness to parks,Size of home,Amount of traffic,Closeness to cafes/restaurants,Closeness to public transportation,Washer/dryer in unit,Quality of heat/AC system,Year building was built,Noise pollution,Size of yard","Good,A Lot,30 min away,1000 square feet,Very Little,20 min away,20 min away,No,Very Good,2004,Low,500 square feet","Bad,A Little,15 min away,1200 square feet,A Moderate Amount,10 min away,10 min away,Yes,Bad,1975,High,0 square feet"
"Closeness to public transportation,Closeness to cafes/restaurants,Year building was built,Noise pollution,Amount of traffic,Reputation of closest school,Size of home,Size of yard,Closeness to parks,Amount of natural light,Quality of heat/AC system,Washer/dryer in unit","20 min away,10 min away,1966,Low,Very Little,Very Bad,600 square feet,200 square feet,25 min away,A Lot,Very Bad,No","30 min away,25 min away,2009,High,A Lot,Good,1400 square feet,550 square feet,10 min away,Very Little,Very Good,Yes"
"Size of home,Closeness to parks,Closeness to public transportation,Amount of natural light,Year building was built,Size of yard,Reputation of closest school,Noise pollution,Washer/dryer in unit,Amount of traffic,Closeness to cafes/restaurants,Quality of heat/AC system","900 square feet,10 min away,15 min away,A Moderate Amount,2011,200 square feet,Very Bad,Moderate,Yes,A Little,25 min away,Very Good","1700 square feet,30 min away,30 min away,Very Little,1969,550 square feet,Very Good,Very Low,No,A Lot,10 min away,Moderate"
"Amount of traffic,Closeness to parks,Closeness to cafes/restaurants,Quality of heat/AC system,Reputation of closest school,Amount of natural light,Washer/dryer in unit,Size of yard,Closeness to public transportation,Noise pollution,Year building was built,Size of home","Very Little,15 min away,15 min away,Bad,Good,Very Little,No,300 square feet,30 min away,Very Low,1956,900 square feet","A Moderate Amount,25 min away,25 min away,Very Good,Bad,A Lot,Yes,150 square feet,10 min away,Very High,2017,1300 square feet"
"Closeness to public transportation,Noise pollution,Quality of heat/AC system,Amount of natural light,Amount of traffic,Reputation of closest school,Closeness to cafes/restaurants,Size of yard,Year building was built,Closeness to parks,Washer/dryer in unit,Size of home","10 min away,Low,Good,A Moderate Amount,Very Little,Moderate,25 min away,400 square feet,2011,20 min away,No,1200 square feet","30 min away,High,Bad,Very Little,A Moderate Amount,Very Good,10 min away,150 square feet,1990,10 min away,Yes,600 square feet"
