subject,version,assignmentId,signed_attributes,signed_weights,full_or_lex,confidence,strategy,metastrategy,consistency1,consistency2,appropriateness,attention,choice_exp,choice_domain,meditation_exp1,meditation_exp2,meditation_exp3,decisionstyle_responses,bidr_responses,acs_responses,mindfulness_responses,sris_responses,maia_responses,icar_responses,icar_correct,icar_num_correct,scale_rts,question_rts,attention_check,gender,age,race,edu,income,nativeEng,feedback,instructions_times,total_time,stamp,id
5c8ec999bb6a3c00014acf5f,ma_choice_v3_real1,5c8ec999bb6a3c00014acf5f,,,1,100,"Washer and dryer is a must for me non negotiable.  I there was no washer and dryer in the listing I looked at the ac/heater next and kind of determined on size of home if I could deal with no heat/no ac in that size of home. All other features really didn't bother me, I don't need a big home, no kids in school so didn't care about schools.  Noise pollution I'm used to.  So the main most important feature for me is a washer and dryer.  If I have to rent a place and not own it there must be a washer and dryer in the property.","AS already mentioned washer/dryer is the most important feature, all others are optional so I already know what I'm looking for.",97,100,100,100,0,33,No,,,,,,,,,,,,,"{""lex_strat"":70423.69999998808,""consistency1"":16353.5,""appropriateness"":26619.5,""consistency2"":9594.800000011921,""confidence"":6617.899999976158,""strategy"":293755.6999999881,""metastrategy"":59672.30000001192,""attention"":5269.600000023842,""choice_domain"":18258.30000001192,""choice_exp"":2361.600000023842}",I will complete this study with my full attention,Woman,53,"[""White"",""Hispanic, Latinx, or Spanish origin""]",Some college,"$65,000 - $80,000",Yes,"Nothing confusing, self explanatory.   ","[7423.199999988079,3872.300000011921,6055.799999952316,32769.700000047684,16793.299999952316,18996.900000035763,3438.399999976158,2296.699999988079,12809,9382.599999964237,2839.599999964237,6960.300000011921,22913.900000035763,1511.5999999642372,12846.899999976158,11041,1638.800000011921,2718.699999988079,13175.800000011921,13557.699999988079,30664.19999998808,1197.6000000238419]",2869878,1/27/22 19:05,196
614e50084109bcceada6945c,ma_choice_v3_real1,614e50084109bcceada6945c,1,1,2,93,"I based my choices off of the size of the home, whether a w or d was included and the quality of the AC unit. ",I thought of it before I started the trials.,96,99,100,93,5-Jan,87,Yes,No,"Daily or almost daily,>30 minutes per day,0-1 years",,,,,,,,,,,"{""lex_strat"":24097.099999999627,""weight_strat"":22528,""attribute_strat"":18028.599999999627,""consistency1"":15361.5,""appropriateness"":20194.199999999255,""consistency2"":4229.5999999996275,""confidence"":7911,""strategy"":57309.90000000037,""metastrategy"":18895.400000000373,""attention"":5778.299999998882,""choice_domain"":5363,""choice_exp"":8561.199999999255}",I will complete this study with my full attention.,Man,47,"[""White""]",Some college,"$10,000 - $15,000",Yes,"No, I enjoyed it.","[4412.4000000003725,2183.5999999996275,56752.70000000112,39584.699999999255,13767.699999999255,12417,3267,3112.800000000745,9633.799999998882,10817.099999999627,3012,5299.9000000003725,6111.799999998882,5567.200000001118,1699.7999999988824,3597.4000000003725,2316.5,1533.0999999996275,1529.5999999996275,1849.5,8484.200000001118,16000.699999999255,1500.5999999996275]",1875646,1/27/22 19:05,197
60b9689dc626572895cb801b,ma_choice_v3_real1,60b9689dc626572895cb801b,2,2,2,94,"For each choice, I first looked at the repuatation of the closest school. I tried to always avoid a bad or very bad school. If both schools were moderate, good, or very good, I would next look at the noise pollution, as its very important to me to not have a lot of noise pollution. Next, I would look for low traffic, followed by a good amount of natural light. Then I would look at the size of the home and the yard. I was least concerned with some of the other features, such as year built, A/C, washer dryer, etc.","I know what I like in a home, and the most important thing to me, personally, since I have children, is the quality of the school. I can make do with other negative aspects of a home rather than send my kids to a bad school. ",75,85,81,100,0,83,Yes,No,"Less than once per week,5-15 minutes per day,0-1 years",,,,,,,,,,,"{""lex_strat"":36978,""weight_strat"":18456,""attribute_strat"":24543,""consistency1"":13354,""appropriateness"":21419,""consistency2"":8361,""confidence"":10357,""strategy"":148352,""metastrategy"":59236,""attention"":3591,""choice_domain"":6740,""choice_exp"":4518}",I will complete this study with my full attention.,Woman,40,"[""White""]",Postgraduate/Professional degree/other,"Under $5,000",Yes,no,"[3247,2016,2948,13660,8636,10269,2291,1851,3991,28232,1969,3661,7119,7099,1089,1825,7752,9140,20016,1492]",1751004,1/27/22 19:07,198
5bcc1fce4249b20001bc99f1,ma_choice_v3_real1,5bcc1fce4249b20001bc99f1,2,2,2,100,I looked at certain features that I considered the most important and chose the one that had the most and the best features and went with that one.,I just went by what I thought would be best from myself and my family.,87,87,100,100,0,100,No,,,,,,,,,,,,,"{""lex_strat"":21398.599999904633,""weight_strat"":8652.799999952316,""attribute_strat"":14421.5,""consistency1"":8596.5,""appropriateness"":35932.5,""consistency2"":4878.799999952316,""confidence"":12604.400000095367,""strategy"":38493.59999990463,""metastrategy"":40883,""attention"":5565.699999809265,""choice_domain"":3182.600000143051,""choice_exp"":3198.5}",I will complete this study with my full attention.,Woman,39,"[""White""]",Some college,"$25,000 - $35,000",Yes,Everything was fine,"[2197.7999999523163,14423.700000047684,4032,17319.89999985695,6479.900000095367,32728,1671.7000000476837,12590,6184,2592,1997.8999998569489,3399.7999999523163,2726.2000000476837,5656,1368,1750.5,5823.900000095367,55279.700000047684,14503.799999952316,1607.9000000953674]",2100271,1/27/22 19:08,199
5bad8fc39c0cc900017a6a28,ma_choice_v3_real1,5bad8fc39c0cc900017a6a28,,,1,62,I would try and stay away from older houses. The size didn't bother me much as long as the house wasn't really old. Older houses seem to have issues and could cost a lot. The size of house I picked larger if both houses were old if not that was ok as long as if it was newer. New house that were small was fine. Time from public transportation I tried to get around 10min.,I based it on what I could remember while I was choosing houses A or B. ,75,75,88,100,0,,No,,,,,,,,,,,,,"{""lex_strat"":37574.5,""consistency1"":13877.100000143051,""appropriateness"":14406,""consistency2"":14726.599999904633,""confidence"":10718.200000047684,""strategy"":236033.79999995232,""metastrategy"":47806,""attention"":6334.5,""choice_domain"":7327,""choice_exp"":6214.900000095367}",I will complete this study with my full attention.,Woman,32,"[""White""]",High school,"$35,000 - $50,000",Yes,It didn't seem as long as stated.,"[8926.700000047684,4263.799999952316,14104.300000190735,59103.799999952316,52743.89999985695,28152,7391.900000095367,3174.5,8592.099999904633,8584,4142.400000095367,7240.299999952316,21526.599999904633,1792,14614.900000095367,12152.099999904633,1639.9000000953674,4631.099999904633,11400.100000143051,16568,33016,1527.8999998569489]",2960001,1/27/22 19:09,200
60fd5eb15862048160420502,ma_choice_v3_real1,60fd5eb15862048160420502,1,2,2,100,"I focused mostly on the quality of heat/AC, since I would be spending most of my time indoors. In joint, if they were both of similar quality, I also looked which unit had washer/drying. Then I considered how far away from public transport the unit was, in case I also had to walk with my laundry. I did not consider size or schooling, since I do not plan to have a family or any other people living with me.",I know what my section 1 choice process was because I paid attention to very specific things when I was looking through my options.,87,88,81,100,15+,66,Yes,No,"2-4 times per week,15-30 minutes per day,1-3 years",,,,,,,,,,,"{""lex_strat"":7137.899999976158,""weight_strat"":6908.4000000059605,""attribute_strat"":13887.90000000596,""consistency1"":5942.200000017881,""appropriateness"":15408.699999988079,""consistency2"":5590,""confidence"":8019.799999982119,""strategy"":122051.69999998808,""metastrategy"":39060.5,""attention"":3485.699999988079,""choice_domain"":4221.200000017881,""choice_exp"":4107.300000011921}",I will complete this study with my full attention.,Man,22,"[""White"",""Black or African American"",""Asian""]",4 year degree,"$35,000 - $50,000",Yes,"It took a long time, but it was not difficult to understand. ","[2954.5999999940395,1201.2000000178814,2798.5,18217.5,10172.59999999404,9965.09999999404,2615.9000000059605,1619,4403.199999988079,3288.2000000178814,2335.5999999940395,2502.5999999940395,6490.5,3148.5999999940395,1190.199999988079,1222.0999999940395,5604,5147.0999999940395,2135.800000011921,874]",2353977,1/27/22 19:10,201
5f0a5a99dbbf721316f118e2,ma_choice_v3_real1,5f0a5a99dbbf721316f118e2,2,2,2,100,"The first thing I considered in making my choice was if there was a washer/dryer unit included or not. If there was none, the next important thing to look at was if there was public transportation nearby. If a place had no washer and dryer but public transportation is close by, then I might choose that place because I'm comfortable with using a laundromat. 
While looking at washer and dryer, it was also important to have a very good AC system. However, if the place satisfied my preference for having low noise pollution, is close to restaurants and has a washer and dryer, then I could compromise having a good AC system by rationalizing that I could just get a space heater and more blankets and wear layers when it gets cold, and buy a fan for when it gets hot. 
School reputation, closeness to parks, size of unit, year of construction and yard space weren't important to me at all and so I skimmed over those data points.",I answered Section 2 by comparing which answer fit my process the best. I knew what my Section 1 choice process was because I was keeping track of the things that were important to me when it comes to renting a place.,63,39,88,89,0,33,Yes,No,"Less than once per week,15-30 minutes per day,1-3 years",,,,,,,,,,,"{""lex_strat"":14375.39999999106,""weight_strat"":8684.199999988079,""attribute_strat"":12589.90000000596,""consistency1"":9119.59999999404,""appropriateness"":10919.20000000298,""consistency2"":9403.90000000596,""confidence"":5261.20000000298,""strategy"":318184,""metastrategy"":74858.09999999404,""attention"":3316.6000000089407,""choice_domain"":4612.9000000059605,""choice_exp"":8071.100000008941}",I will complete this study with my full attention.,Woman,24,"[""Asian""]",4 year degree,"$5,000 - $10,000",Yes,Nothing was confusing,"[3638.2000000029802,1712,3233.199999988079,6140,9445.90000000596,14274.20000000298,1547.2999999970198,1270.8999999910593,4995.79999999702,3488.9000000059605,1256.0999999940395,2644.7999999970198,4931.699999988079,2614.9000000059605,1348.2999999970198,1400.3999999910593,5087.600000008941,5266.399999991059,12544.40000000596,1328]",1772453,1/27/22 19:11,202
5d63179aa3b94d0001da4bb6,ma_choice_v3_real1,5d63179aa3b94d0001da4bb6,1,2,2,95,"I chose mainly by size, year of construction and how good the schools were as this gives me a reasonably good idea of the area.",I guess I chose by experience.,75,87,87,89,15-Oct,33,Yes,No,"About once per week,15-30 minutes per day,1-3 years",,,,,,,,,,,"{""lex_strat"":34098.09999990463,""weight_strat"":20214.400000095367,""attribute_strat"":35586.90000009537,""consistency1"":10878.899999856949,""appropriateness"":15918.299999952316,""consistency2"":6928.299999952316,""confidence"":5060.099999904633,""strategy"":31318.599999904633,""metastrategy"":18883.799999952316,""attention"":7482.300000190735,""choice_domain"":6314.299999952316,""choice_exp"":5748.5}",I will complete this study with my full attention.,Woman,58,"[""White""]",2 year degree,"$80,000 - $100,000",Yes,Nothing was confusing. I believe it took about the time it said it would.,"[2707.300000190735,2713.5,2906.0999999046326,18657.400000095367,24402.199999809265,8124.300000190735,2171.199999809265,1395.0999999046326,3062.100000143051,2681.399999856949,1887.3999998569489,2550,3985.600000143051,5248.899999856949,1238.2000000476837,1637.5,5734.400000095367,5937.200000047684,6810.799999952316,1082]",1715060,1/27/22 19:12,203
6101f6f45269e30a22fc4526,ma_choice_v3_real1,6101f6f45269e30a22fc4526,,,1,71,I made my decisions mostly based on the heat/ac,I wanted the best options,49,38,75,75,0,67,Yes,Yes,"Daily or almost daily,5-15 minutes per day,1-3 years",,,,,,,,,,,"{""lex_strat"":8579.399999976158,""consistency1"":36677.09999990463,""appropriateness"":10552.600000023842,""consistency2"":7238.399999976158,""confidence"":5540.100000023842,""strategy"":25911.200000047684,""metastrategy"":33324.89999997616,""attention"":5405,""choice_domain"":4325.299999952316,""choice_exp"":3732.399999976158}",I will complete this study with my full attention.,Woman,25,"[""White""]",Some college,"$50,000 - $65,000",Yes,no,"[3213,1573.8000000715256,3218.2999999523163,7688.299999952316,10278.5,12282.400000095367,2193.899999976158,1396.2000000476837,4207.600000023842,2476.399999976158,1730.2999999523163,4127.600000023842,5235.899999976158,928.1999999284744,1697.7000000476837,1549.8999999761581,1603.1000000238419,1007.6000000238419,4813.899999976158,2151.9000000953674,1615.0999999046326,1565.5]",1221946,1/27/22 19:12,204
612e774f539a45b2e8aad19e,ma_choice_v3_real1,612e774f539a45b2e8aad19e,1,1,2,63,"i looked for the home with the most sunlight, least noise and most modern",i focused on which factor was the best,62,62,58,75,0,67,Yes,Yes,"2-4 times per week,5-15 minutes per day,0-1 years",,,,,,,,,,,"{""lex_strat"":11704.5,""weight_strat"":10037.40000000596,""attribute_strat"":5378.200000017881,""consistency1"":3606.4000000059605,""appropriateness"":5739.300000011921,""consistency2"":3851.0999999940395,""confidence"":5244.9000000059605,""strategy"":65680.5,""metastrategy"":33967,""attention"":37173.89999997616,""choice_domain"":18974.90000000596,""choice_exp"":15272.09999999404}",I will complete this study with my full attention.,Woman,21,"[""Black or African American""]",4 year degree,"$50,000 - $65,000",Yes,not really,"[2659,2341.2999999821186,3170.600000023842,4508.199999988079,8687.09999999404,10041.09999999404,2810.800000011921,1681.800000011921,9712.399999976158,2886.2000000178814,2054.0999999940395,3527.199999988079,1989.5999999940395,1741.0999999940395,1033.0999999940395,1871.7999999821186,1468.2000000178814,896.6999999880791,12315.299999982119,14513.09999999404,14556.700000017881,1633.199999988079,801.3000000119209]",2246280,1/27/22 19:12,205
5efe4033859ac314b6d79a50,ma_choice_v3_real1,5efe4033859ac314b6d79a50,,,1,87,"My priority in making the choices was the noise level and in most cases, I stay with that.  There were a couple of occasions where the noise pollution would have been part of the rental and in those cases I looked at the other factors by prioritising the amount of light, the size of the place",I know the process I used in section 1 because I mainly stayed with the same way of making my choices,75,50,87,100,15+,67,No,,,,,,,,,,,,,"{""lex_strat"":36369.10000002384,""consistency1"":23419.400000095367,""appropriateness"":36610.10000002384,""consistency2"":12465.799999952316,""confidence"":26805.399999976158,""strategy"":162976.60000002384,""metastrategy"":60947.60000002384,""attention"":9975.899999976158,""choice_domain"":14059.799999952316,""choice_exp"":11902.299999952316}",I will complete this study with my full attention.,Woman,55,"[""White""]",Some college,"$5,000 - $10,000",Yes,It was an interesting survey and I didn't pay attention on how much time I spent on it so I guess it was not boring,"[8559.199999928474,3542.5,7046.300000071526,33952.10000002384,24099.599999904633,25222.800000071526,4114.899999976158,2586.600000023842,12257.800000071526,12189.699999928474,2486.399999976158,6881.5,24003.5,1981.7999999523163,15306.600000023842,10538.5,1943.7999999523163,4332.299999952316,14642.100000023842,15695,22199.200000047684,1839.7999999523163]",2448312,1/27/22 19:14,206
5c69f9dd4b5bb30001b3d31c,ma_choice_v3_real1,5c69f9dd4b5bb30001b3d31c,,,1,87,I looked at the square footage and if it had a washer and dryer. If these were both favorable to me I picked this one regardless of the other things. If one was good and the other wasn't I looked over the other categories. If it seemed like the one with the washer and dryer was okay I went with it even though it was smaller. I went with the bigger house if the other categories were horrible and I wouldn't want to live there at all.,I know my preferences in real life and I based it on that.,100,100,74,87,10-May,59,Yes,No,"Less than once per week,5-15 minutes per day,0-1 years",,,,,,,,,,,"{""lex_strat"":28021.60000014305,""consistency1"":7652.800000190735,""appropriateness"":21822.10000014305,""consistency2"":3540.0999999046326,""confidence"":7208.399999856949,""strategy"":114418.20000004768,""metastrategy"":19521.700000047684,""attention"":5660.200000047684,""choice_domain"":7741.799999952316,""choice_exp"":4139.700000047684}",I will complete this study with my full attention.,Woman,52,"[""White""]",2 year degree,"$5,000 - $10,000",Yes,none,"[2331.7999999523163,1520,2720,7407.900000095367,7808,7816.299999952316,1687.6000001430511,1767.0999999046326,5296.200000047684,4135.899999856949,1362.5999999046326,2608.0999999046326,11717.700000047684,1303.7999999523163,3247.0999999046326,1958.5,1040,1132.7999999523163,4416.399999856949,6119.800000190735,4042.399999856949,1117.2000000476837]",1794521,1/27/22 19:14,207
6082249a001f42155fac637d,ma_choice_v3_real1,6082249a001f42155fac637d,,,1,100,I always choose the house with a washer/dryer in the unit over any other feature.  If both houses had had one I would have compared secondary features.,I know what my Selection 1 choice process was because I consistently made it based upon one factor.,100,100,100,100,5-Jan,57,Yes,No,"Less than once per week,15-30 minutes per day,1-3 years",,,,,,,,,,,"{""lex_strat"":8934,""consistency1"":6036,""appropriateness"":8403,""consistency2"":4933,""confidence"":5331,""strategy"":29791,""metastrategy"":28770,""attention"":5705,""choice_domain"":5899,""choice_exp"":5287}",I will complete this study with my full attention,Woman,55,"[""White""]",Postgraduate/Professional degree/other,"$25,000 - $35,000",Yes,It was very straightforward.  Not sure on the time.  I didn't keep track.,"[2871,1744,1710,19321,10361,5350,2258,6560,3656,1960,2029,2847,11117,1191,4792,3679,1240,1271,3640,3616,7552,1382]",1316766,1/27/22 19:14,208
5c8ef3c2d7ecab0018d528da,ma_choice_v3_real1,5c8ef3c2d7ecab0018d528da,,,1,75,"I went with the one thing that I just would not accept. Which is the no washer/dryer option. I would not reside where there was not this option in the home. Therefore, if it said no washer/dryer, I knew I would not be interested.",I knew what my must haves were. And I knew what I would be able to were possibilities for me.,100,100,100,100,5-Jan,61,Yes,No,"About once per week,5-15 minutes per day,0-1 years",,,,,,,,,,,"{""lex_strat"":35163.20000000298,""consistency1"":14986.099999997765,""appropriateness"":26477.099999997765,""consistency2"":9912.5,""confidence"":10329.699999999255,""strategy"":78492.89999999851,""metastrategy"":67358.5,""attention"":5902.699999999255,""choice_domain"":8236.599999997765,""choice_exp"":11616.89999999851}",I will complete this study with my full attention.,Woman,50,"[""Black or African American""]",2 year degree,"$25,000 - $35,000",Yes,"Yes, it took the alloted time.","[6770.300000000745,2865,6567.800000000745,30606.099999997765,14088.70000000298,16687,7413.099999997765,1761,11689.10000000149,8167.800000000745,2769.699999999255,5908.800000000745,12801.5,1784.3999999985099,13775.699999999255,9470.60000000149,1101.199999999255,3390.800000000745,10141,15279.39999999851,17256.800000000745,1578.9000000022352]",2284070,1/27/22 19:18,209
5cc8f511f24f6c001c1692a9,ma_choice_v3_real1,5cc8f511f24f6c001c1692a9,,,1,88,i went through all the features and chose one that i wanted to have in all of my choices,i wanted to have one feature that i found important to have ,87,100,100,100,0,68,No,,,,,,,,,,,,,"{""lex_strat"":44822.70000000112,""consistency1"":13513.5,""appropriateness"":23701.099999999627,""consistency2"":8401.5,""confidence"":12387.599999999627,""strategy"":54813.199999999255,""metastrategy"":44513.29999999888,""attention"":7400.9000000003725,""choice_domain"":7905,""choice_exp"":4780.699999999255}",I will complete this study with my full attention,Man,31,"[""Hispanic, Latinx, or Spanish origin""]",Some college,"$25,000 - $35,000",No,"great study, thanks for having me","[150241.30000000075,2961.699999999255,3089.5,44592.90000000037,17481.900000000373,42044.09999999963,4909.200000001118,97474.69999999925,7032,5762.300000000745,7213.10000000149,6275.89999999851,5390.199999999255,2581,47728.29999999888,4436.0999999996275,1761.4000000003725,1979.2000000011176,9539,5962.5999999996275,17629.599999999627,2373.0999999996275]",3553881,1/27/22 19:18,210
5c3d4b92486a390001e87dfe,ma_choice_v3_real1,5c3d4b92486a390001e87dfe,2,2,2,100,"I need at least 1000 sq ft, I've tried less and been miserable, so that was my first criteria. I'd prefer more, but if it wasn't at least that, it was off the table.

Given at least 1000 sq ft, I love having a private yard. The bigger the better! So I always chose the bigger yard once the first criteria was met.

All of those being equal or close enough for government purposes, I'd prefer a newer home, not a huge criteria, since I also like older homes, but going back to the 50s would probably require a number of repairs. 

Using these three (and almost always just the first two) I could easily make most choices. I do like more vs less natural light, but hubby is a bat I think, and loves dark cave-like rooms. As we have learned in Covid, food can be delivered, so no worries about closeness of restaurants. No school age kids, although a very bad school indicates a possibly bad neighborhood. Other criteria didn't register much, although it would have should there have been close ties.","Yes, the indicators in Section 2 matched nicely with my strategy, thanks.",100,94,88,100,0,100,Yes,Yes,"About once per week,15-30 minutes per day,5+ years",,,,,,,,,,,"{""lex_strat"":17912.5,""weight_strat"":12858.59999999404,""attribute_strat"":14128.699999988079,""consistency1"":11434.09999999404,""appropriateness"":16004.300000011921,""consistency2"":8926.300000011921,""confidence"":7084.5,""strategy"":331260.3000000119,""metastrategy"":33339.09999999404,""attention"":5361.700000017881,""choice_domain"":5153.0999999940395,""choice_exp"":4735.699999988079}",I will complete this study with my full attention.,Woman,58,"[""White""]",Some college,"Over $100,000",Yes,"It was very interesting, and I like the example you chose of selecting a house. It kinda made me miss looking for one, although the attendant effort of moving and settling would not be welcome just now.

I found myself wishing that other decision areas in my life were this straightforward in terms of strategy, but I quickly realized that this feature only list is not what I would use in real life, since the charm and beauty of certain homes outweighs most of these list items.

Thanks!","[6583.300000011921,2974.0999999940395,3204,35794.09999999404,11255.800000011921,10976.59999999404,3211.5,2471.7999999821186,4258.600000023842,4031.699999988079,2959.5999999940395,3830.9000000059605,6933.299999982119,2988.7000000178814,1880,2543.5,8762.40000000596,15240.09999999404,21323,2174.699999988079]",2238995,1/27/22 19:19,211
5b9ec956c8a17f000171f7ad,ma_choice_v3_real1,5b9ec956c8a17f000171f7ad,1,2,2,87,"I considered what the most important features were to make the home comfortable and decided that natural light, quality of AC/heat, and washer and dryer in unit were the most important. I looked at those features first and decided based on the other features which one was more important in a given trial. I did look at the other features, but they were secondary to my consideration. If a choice had very good AC/heat and a washer/dryer in unit, I would chose that even if it was small. ",I was conscious of what my process in Section 1 was as I was making the choices. ,88,75,88,94,5-Jan,43,No,,,,,,,,,,,,,"{""lex_strat"":12365.399999999907,""weight_strat"":10730,""attribute_strat"":13916.399999999907,""consistency1"":10392.5,""appropriateness"":11789.799999999814,""consistency2"":8364.200000000186,""confidence"":7771.299999999814,""strategy"":118218,""metastrategy"":22814.200000000186,""attention"":8168.4000000003725,""choice_domain"":5288.699999999721,""choice_exp"":3820.100000000093}",I will complete this study with my full attention,Man,35,"[""White""]",4 year degree,"$15,000 - $25,000",Yes,no,"[4155.100000000035,3043.2000000000116,3469.399999999965,11883.799999999988,9751.400000000023,13812.5,2655.4000000000233,2022.0999999999767,4883.300000000047,2168.3000000000466,1498,4461.5,2282.899999999907,3504,1200.1000000000931,1740.3999999999069,5897.700000000186,6246.200000000186,5037.199999999721,1293.6000000000931]",1628335,1/27/22 19:19,212
61573df2a779b544c3729b54,ma_choice_v3_real1,61573df2a779b544c3729b54,2,1,2,87,I think it will be good for me.,I made my decision after thinking a lot.,82,73,84,92,10-May,81,No,,,,,,,,,,,,,"{""lex_strat"":15885,""weight_strat"":6063,""attribute_strat"":8976,""consistency1"":11728,""appropriateness"":25935,""consistency2"":31369,""confidence"":10211,""strategy"":27649,""metastrategy"":30673,""attention"":10419,""choice_domain"":11252,""choice_exp"":13444}",I will complete this study with my full attention.,Woman,29,"[""White""]",4 year degree,"Over $100,000",Yes,No comments. ,"[2900,3968,4256,8736,12735,17716,1518,1981,3360,1839,5125,1720,1182,8935,2249,1974,3192,1304,1062,936,4529,3840,1271]",1440053,1/27/22 19:19,213
6108c363c95fc665a5d08c32,ma_choice_v3_real1,6108c363c95fc665a5d08c32,1,2,2,77,I made my decision based on features of the home I couldn't control such as noise pollution and traffic. Noise pollution had the most amount of importance for me as I need peace in my own home. Traffic was almost as important as I need to travel efficiently when I leave my home.,"As I said, I remember I judged the home based on what I could not control and reflected that into my answers for Section 2.",76,67,64,97,5-Jan,41,Yes,No,"Less than once per week,5-15 minutes per day,0-1 years",,,,,,,,,,,"{""lex_strat"":36064.60000002384,""weight_strat"":19698.600000023842,""attribute_strat"":56213.59999990463,""consistency1"":23522,""appropriateness"":16877.600000023842,""consistency2"":12199.299999952316,""confidence"":6355.799999952316,""strategy"":102927.40000009537,""metastrategy"":57044.300000071526,""attention"":11793.400000095367,""choice_domain"":8794.399999976158,""choice_exp"":5095.5}",I will complete this study with my full attention,Woman,19,"[""Black or African American""]",High school,"Under $5,000",Yes,I had no issues. Thank you for this opportunity.,"[4429,1666.6000000238419,4400.899999976158,31048.700000047684,11102.299999952316,12782.800000071526,1583.6000000238419,1532.7000000476837,4984.299999952316,2832.3000000715256,1661.2999999523163,5017,4329.299999952316,10183.300000071526,1217.8999999761581,1779.6000000238419,7233.799999952316,5016.5,6816.800000071526,1548.6999999284744]",1780932,1/27/22 19:20,214
5fc84279fff9b01c16046778,ma_choice_v3_real1,5fc84279fff9b01c16046778,,,1,78,I compared all of the metrics to see which home aligned with my preferences the most. Not all pairings had an ideal choice for certain metrics so I chose the home I would be more likely to chose.,I answered those questions based on how I actually judged and rated the home pairings in section -,86,78,71,91,0,93,Yes,Yes,"2-4 times per week,5-15 minutes per day,3-5 years",,,,,,,,,,,"{""lex_strat"":9566,""consistency1"":8548,""appropriateness"":2617.999999999767,""consistency2"":3191.000000000233,""confidence"":5023,""strategy"":62713.00000000023,""metastrategy"":27559,""attention"":6062,""choice_domain"":7135,""choice_exp"":6218.000000000233}",I will complete this study with my full attention.,Woman,35,"[""White""]",Postgraduate/Professional degree/other,"Over $100,000",Yes,No,"[4229.000000000007,3286.9999999999927,3557,7448,8319.000000000015,9706.999999999985,2354,2457.000000000029,1586,1417,7293.000000000233,3625,2924,1496,1492.9999999997672,4616,2016.0000000002328,1484.0000000002328,1900.9999999997672,1757,4032,2794]",1934031,1/27/22 19:22,215
5f09f9a38bf3690ea1c20c96,ma_choice_v3_real1,5f09f9a38bf3690ea1c20c96,2,2,2,94,"When looking at homes, the first thing I look for is how much light comes in especially natural light, so the first thing I looked at on the list would be that.  Second, I looked at square footage of the home itself and the yard.  I generally would like anything 1200 or above for the home and above 200 for the yard.  If the choice was between a home and yard in my preferred square footage but low natural light, I figured that that would be something I could possibly fix myself by either adding artificial light within the home or by renovation.  The washer dryer didn't have much impact on my decision as I would prefer to install my own.  Other decisions such as noise and traffic were considered but felt that if my other choices were met, then I could live with these even though undesirable.  Schools are of no consequence as I have no children.  So, mainly, I looked at home square footage first, anything above 1200 sq feet, then yard, anything above 200 then lighting.","As I answered previously, I knew my process was to look at sq footage of the home and yard first, then at the natural lighting.  If the home and yard met my needs, then I would definitely choose it if it also had high natural light.  If, however, it had low light but met the other two demands, I figured I could somehow fix the lighting situation myself.",74,74,88,100,0,34,Yes,No,"2-4 times per week,15-30 minutes per day,1-3 years",,,,,,,,,,,"{""lex_strat"":26961.299999998882,""weight_strat"":81513.90000000037,""attribute_strat"":36488.59999999963,""consistency1"":13690.799999998882,""appropriateness"":23093.300000000745,""consistency2"":8521.699999999255,""confidence"":8080.199999999255,""strategy"":498416.4000000004,""metastrategy"":170678.1000000015,""attention"":8318.599999999627,""choice_domain"":12093,""choice_exp"":12647}",I will complete this study with my full attention,Woman,54,"[""White""]",Some college,"$15,000 - $25,000",Yes,nothing confusing.,"[8870.60000000149,7128.0999999996275,13486.299999998882,22063.800000000745,12787.800000000745,27214,5908.199999999255,2105.5,6027.39999999851,4487.60000000149,2004.7999999988824,5064.0999999996275,9327.599999999627,12475.60000000149,1740.2999999988824,2449.9000000003725,9564,8946.699999999255,24981.5,1370.1000000014901]",2816796,1/27/22 19:23,216
5f55703988e3f3145f5bb48a,ma_choice_v3_real1,5f55703988e3f3145f5bb48a,2,1,2,80,I thought about what I wanted to see in a home.,"I didn't know, I just felt it out.",61,61,61,62,10-May,66,No,,,,,,,,,,,,,"{""lex_strat"":11919.300000011921,""weight_strat"":7508.200000047684,""attribute_strat"":7808.399999976158,""consistency1"":4357.899999976158,""appropriateness"":7868.900000035763,""consistency2"":2177.599999964237,""confidence"":4014.800000011921,""strategy"":26148.19999998808,""metastrategy"":31392,""attention"":2616.699999988079,""choice_domain"":2147.100000023842,""choice_exp"":4169}",I will complete this study with my full attention.,Woman,30,"[""Hispanic, Latinx, or Spanish origin""]",High school,"$15,000 - $25,000",Yes,No,"[5051.5,2079.800000011921,31338.099999964237,21533.69999998808,33687.700000047684,5904.099999964237,2919.699999988079,1170.2999999523163,6191.300000011921,1560,2152.600000023842,1944.5,2682.699999988079,5695.800000011921,1215.699999988079,1315.8999999761581,2528,1015.8000000119209,1323.2000000476837,1264.0999999642372,1168.300000011921,2272.300000011921,2023.3999999761581]",1924045,1/27/22 19:23,217
